timestamp,email_address,which_country_do_you_work_in,what_city_do_you_work_in,which_us_state_do_you_work_in,which_canadian_province_do_you_work_in,company_or_institution_name,which_of_the_following_best_describes_your_company,biotech_sub_industry,company_detail_approximate_company_size,provide_a_review_and_rate_your_companyinstitution_and_experience,work_life_balance_on_average_how_many_hours_do_you_work_per_week,what_is_your_official_job_title,which_department_best_describes_your_role_if_you_cant_find_one_that_fits_your_specific_role_select_other_and_describe,briefly_describe_your_position_and_responsibilities,do_you_work_inperson_remote_or_hybrid,how_many_days_on_average_per_week_do_you_work_from_home,what_degrees_do_you_have,how_many_total_years_of_experience_in_postdocs_do_you_have,list_other_relevant_and_recognized_certifications,please_enter_your_total_years_of_experience_in_the_field,what_currency_will_you_be_answering_these_questions_in,are_you_a_salaried_or_hourly_employee,if_you_are_an_hourly_employee_how_many_hours_per_week_do_you_work,annual_base_salary,overtime_pay,annual_target_bonus_in_percentage,commission,annual_equitystock_option,most_recent_annual_yearly_raise,bonus_value,stockequity_options,relocation_assistance_total_value,retirement_benefits,healthcare_benefits,select_the_highest_level_of_education_that_you_have_thats_relevant_to_your_occupation_if_you_have_multiple_please_select_other_and_describe,how_many_years_have_you_been_working_at_this_current_position,what_currency_will_you_be_answering_these_quesitons_in,survey_feedback,any_other_type_of_annual_bonus_please_describe,how_much_of_your_bonus_did_you_receive_in_the_last_cycle
2025-01-16 22:41:05.397000,,United States,,New York,,Regeneron,Public,Pharmaceutical (including “big pharma”),5000+,,51 - 60,Executive Director,Clinical,,In-Person,2.0,,2.0,,20.0,,Salaried,Not applicable,420000.0,N/A (no overtime/am salaried),30.0,No commission,60000.0,2.0,,,,,,PhD,5.0,USD - US dollar,,,30.0
2025-01-16 22:13:24.565000,,United States,,Massachusetts,,Ultragenyx,Public,Cell and Gene Therapy,1000-5000,,36 - 40,Scientist II,Research,,In-Person,1.0,,0.0,,3.0,,Salaried,Not applicable,132000.0,N/A (no overtime/am salaried),15.0,No commission,10000.0,2.0,,,,,,PhD,3.0,USD - US dollar,,,
2025-01-16 21:45:45.226000,,United States,,New Jersey,,Prefer not to say,Public,Pharmaceutical (including “big pharma”),5000+,,36 - 40,Senior Clinical Scientist,Clinical,"Responsible for the strategy, design and execution of Phase 1-3 clinical trials. Play a major role in monitoring trial enrollment and patient eligibility, reviewing data, answering queries coming in from sites. Authoring of study related documents, such as clinical trial protocols, informed consents, investigator brochures, briefing books, and clinical study reports. Meet with investigators and Data Monitoring Committee members. Work closely with Clinical Operations, Biostatistics, Translational Medicine, Regulatory, and many other supporting functions. ",Hybrid,3.0,,2.0,,4.0,,Salaried,Not applicable,200000.0,N/A (no overtime/am salaried),20.0,No commission,75000.0,0.03,,,,"100% dollar to dollar match up to 6%, additional 3% grant at EOY",HSA contributions,PharmD,4.0,USD - US dollar,,,1.02
2025-01-16 21:19:22.669000,,United States,,Pennsylvania,,Johnson & Johnson,Public,Pharmaceutical (including “big pharma”),5000+,"so far it has been mostly positive. pay is competitive for the Philadelphia metro area. a lot of lifers at the company, generally means they're doing something right, but also leads to stagnant groups. Layoffs are poorly communicated",41 - 45,Principal Scientist,Analytical Development,Mass Spectrometrist for biotherapeutics,In-Person,0.0,,0.0,,3.0,,Salaried,Not applicable,155000.0,N/A (no overtime/am salaried),15.0,No commission,5000.0,4.0,10000.0,0.0,12000.0,401k: 75% up to 6%; defined contribution pension in which the company contributes to a pension fund equal to 15% of my total pay,,PhD,3.0,USD - US dollar,,,20.0
2025-01-16 21:06:55.595000,,United States,,California,,Prefer not to say,Public,Pharmaceutical (including “big pharma”),5000+,"My entire professional career has been at this company. Lots of opportunity for growth (I've been promoted 5-6 times in my 9 years). Infinite flexibility and they certainly attempt to ensure work/life balance. Have given me the opportunity to do interesting work that I enjoy. There are issues, but overall very happy -- there's a reason I've been here for my entire professional career. Solid 9/10.",41 - 45,Director of Epidemiology ,Data Science / Bioinformatics,Head of Data Strategy,Hybrid,2.0,,0.0,,9.0,,Salaried,Not applicable,261000.0,N/A (no overtime/am salaried),25.0,No commission,90000.0,0.06,,,,"401k benefit: 100% match on first $15,500/year; no vesting period ","Multiple health insurance plan options (low deductible plan, low employee contributiono plan, HSA Contribution plan, etc.). Insurance providers include Blue Cross & Kaiser.",JD + MBA,1.0,USD - US dollar,"It would be cool to get another question of ""Please add any other sign-on considerations"" to better understand what someone can reasonably ask for these days.  ","$5,250/yr in tuition match. $1,800/yr in student loan support. ESPP plan (purchasing at min 15% discount, $25,000/yr max). $500-$1,000 cellphone reimbursement. 20 days per year of backup childcare.",0.35
2025-01-16 21:00:17.359000,,United States,,Massachusetts,,Prefer not to say,Private,Pharmaceutical (including “big pharma”),1-50,,36 - 40,Associate Scientist,Research,CMC formulation and process development,In-Person,0.0,,0.0,,7.0,,Salaried,Not applicable,115000.0,N/A (no overtime/am salaried),10.0,No commission,0.0,Company/Institution does not have annual yearly raise,,,,,,Bachelors,1.0,USD - US dollar,,,0.1
2025-01-16 20:22:14.289000,,United States,,Massachusetts,,Prefer not to say,Private,Cell and Gene Therapy,200-1000,,41 - 45,Principal Scientist ,Operations,,In-Person,0.0,,1.0,,8.0,,Salaried,Not applicable,175500.0,N/A (no overtime/am salaried),18.0,No commission,0.0,0.045,0.0,0.0,0.0,6% 401k match,,PhD,7.0,USD - US dollar,,LTI - similar to bonus,22.0
2025-01-16 20:19:20.848000,,United States,,Massachusetts,,Prefer not to say,Private,Pharmaceutical (including “big pharma”),50-200,,30 - 35,Senior scientist ,Research,Biochemistry/structural biology ,In-Person,1.0,,5.0,,2.0,,Salaried,Not applicable,138000.0,N/A (no overtime/am salaried),15.0,No commission,0.0,3.5,5000.0,Stock options,,401k match 10%,Good or standard - didn’t have the need to use much ,PhD,2.0,USD - US dollar,,0.0,0.15
2025-01-16 20:17:16.596000,,United States,,Massachusetts,,Prefer not to say,Private,Pharmaceutical (including “big pharma”),1000-5000,,36 - 40,Scientist I,Research,,In-Person,2.0,,0.0,,3.0,,Salaried,Not applicable,120000.0,N/A (no overtime/am salaried),15.0,No commission,8775.0,6.38,0.0,,0.0,4% 401k match ,,PhD,2.5,USD - US dollar,,,18.75
2025-01-16 19:37:53.779000,,United States,,California,,BioMarin Pharmaceutical ,Public,Pharmaceutical (including “big pharma”),200-1000,Not great. Poor senior leadership and very questionable decision making ,41 - 45,Sr. Research Associate,Research,Polymer/Bioconjugation chemistry for drug delivery,In-Person,0.5,,0.0,,6.0,,Salaried,Not applicable,100000.0,N/A (no overtime/am salaried),15.0,No commission,25000.0,3.0,0.0,25000.0,0.0,401k match up to 6%,Hdhp w HSA - contributes deductible to hsa every year ,Bachelors,3.0,USD - US dollar,,RSU,15.0
2025-01-16 19:35:12.025000,,United States,,Massachusetts,,Prefer not to say,Private,Pharmaceutical (including “big pharma”),1-50,,36 - 40,Scientist I,Research,"Designing compounds for SAR studies, managing synthesis by CRO partners, organizing compound data",Hybrid,1.0,,1.0,,2.0,,Salaried,Not applicable,117000.0,N/A (no overtime/am salaried),10.0,No commission,5000.0,0.02,,,,"401k provided, but no company match","No deductible health insurance, BlueCross-BlueShield provider. Recently introduced option of high deductible plan with HSA. ",PhD,1.0,USD - US dollar,,,0.07
2025-01-16 19:26:44.838000,,United States,,Massachusetts,,Prefer not to say,Private,Academia/Research/Institution,50-200,,36 - 40,Senior Research Associate,Research,Cellular Modelling,In-Person,0.0,,0.0,,0.0,,Salaried,Not applicable,78000.0,N/A (no overtime/am salaried),0.0,No commission,0.0,Have not been long enough to have an annual yearly raise,8000.0,,,401k (no match),"BCBSMA, small HSA match ",Masters,0.5,USD - US dollar,,0.0,0.0
2025-01-16 19:14:11.675000,,United States,,Maryland,,Prefer not to say,Public,Cell and Gene Therapy,50-200,,41 - 45,Associate Manager MS&T,Manufacturing,Tech transfer and process support,In-Person,0.0,,0.0,,6.0,,Salaried,Not applicable,130000.0,N/A (no overtime/am salaried),15.0,No commission,3000.0,Have not been long enough to have an annual yearly raise,,,,,,Bachelors,1.0,USD - US dollar,,,
2025-01-16 18:54:03.066000,,United States,,Massachusetts,,Prefer not to say,Public,Contract Research Organization,1000-5000,,36 - 40,Senior Scientist,Research,ADME screening,In-Person,0.0,,0.0,,30.0,,Salaried,0.0,120000.0,N/A (no overtime/am salaried),0.0,No commission,0.0,Have not been long enough to have an annual yearly raise,5000.0,,,,,Bachelors,1.0,USD - US dollar,,0.0,0.0
2025-01-16 18:41:06.359000,,United States,,Ohio,,Prefer not to say,Subsidiary,Cell and Gene Therapy,200-1000,,36 - 40,Associate scientist II,Process Development,"Downstream process development of AAV gene therapy vectors. Execution of small-large scale runs, as well as data analysis and presentation",In-Person,0.0,,0.0,,3.0,,Salaried,Not applicable,71000.0,1.5x base,10.0,No commission,0.0,3.5,,,,401k match 3.5%,"HSA, health, dental, vision insurance",Bachelors,1.0,USD - US dollar,,,0.1
2025-01-16 17:16:50.504000,,United States,,California,,Prefer not to say,Private,Diagnostics,200-1000,,30 - 35,Associate scientist ,Research,Early concept biochemistry research,In-Person,1.0,,0.0,,2.0,,Salaried,Not applicable,124000.0,N/A (no overtime/am salaried),5.0,No commission,40000.0,3.0,5000.0,10000 stock options that best over 4 years if ever the company goes public,,No 401k match,,Masters,2.0,USD - US dollar,,,10.0
2025-01-16 17:07:14.695000,,United States,,California,,BMS,Public,Pharmaceutical (including “big pharma”),5000+,My dept has been incredibly supportive during family issues and has been very accommodating due to illness.,46 - 50,"Director,Program Project Management ",Drug Development ,PM Global Program Management: late development ,Hybrid,3.0,,0.0,"PMP, PE, RAPS, etc",20.0,,Salaried,Not applicable,242941.0,N/A (no overtime/am salaried),23.0,No commission,23334.0,3.0,,,15000.0,,,Bachelors,4.0,USD - US dollar,,,23.0
2025-01-16 16:45:34.491000,,United States,,North Carolina,,Prefer not to say,Private,Academia/Research/Institution,1-50,,Less than 30,Scientist,Research,Research and Development to meet grant goals,In-Person,0.0,,0.0,,5.0,,Salaried,Not applicable,77250.0,N/A (no overtime/am salaried),,No commission,0.0,3.0,,,,12% 401(k) match,A set amount is provided towards insurance,Bachelors,2.0,USD - US dollar,,,
2025-01-16 15:31:48.914000,,United States,,California,,Genentech,Public,Pharmaceutical (including “big pharma”),5000+,Amazing company,30 - 35,Principal Data Scientist,Data Science / Bioinformatics,Finance modeling and automation,Hybrid,2.0,,8.0,,8.0,,Salaried,Not applicable,230000.0,N/A (no overtime/am salaried),18.0,No commission,50000.0,3.5,,,35000.0,10% 401k match,1200 towards HSA,Masters,3.5,USD - US dollar,,,23.0
2025-01-16 15:26:28.346000,,United States,,California,,Prefer not to say,Private,Diagnostics,200-1000,,41 - 45,Clinical Laboratory Scientist II,Clinical,"NGS, Sample Processing, validations",In-Person,0.0,,0.0,ASCP MB,5.0,,Hourly,40.0,120000.0,1.5,2.0,No commission,0.0,2.0,,,,401k match to 5%,,Bachelors,1.0,USD - US dollar,,5.0,0.0
2025-01-16 14:53:11.616000,,United States,,California,,Prefer not to say,Private,Pharmaceutical (including “big pharma”),1-50,,36 - 40,Senior Scientist,Research,,In-Person,0.0,,0.0,,17.0,,Salaried,Not applicable,147000.0,N/A (no overtime/am salaried),12.5,No commission,17000.0,3.0,,50000.0,,4% match,,Bachelors,2.0,USD - US dollar,,,12.5
2025-01-16 14:51:45.983000,,United States,,North Carolina,,Prefer not to say,Public,Pharmaceutical (including “big pharma”),200-1000,,41 - 45,Medical Science Liaison,Medical Affairs,,Remote,5.0,,2.0,,2.0,,Salaried,Not applicable,185000.0,N/A (no overtime/am salaried),15.0,No commission,45000.0,Have not been long enough to have an annual yearly raise,,,,,,PharmD,0.0,USD - US dollar,,,
2025-01-16 14:36:00.619000,,United States,,Massachusetts,,Prefer not to say,Public,Cell and Gene Therapy,200-1000,,41 - 45,Scientist,Technical Operations,"In lab process development, scale up, routine testing, sop and batch record writing, cmc ",In-Person,1.0,,0.0,,7.0,,Salaried,Not applicable,135000.0,N/A (no overtime/am salaried),10.0,No commission,0.0,0.04,0.0,NA,1500.0,,Standard HSA plan,Masters,5.0,USD - US dollar,,NA,0.1
2025-01-16 14:27:08.231000,,United States,,Massachusetts,,Takeda,Public,Pharmaceutical (including “big pharma”),5000+,9/10,36 - 40,Director Regulatory,Regulatory,,Hybrid,4.0,,0.0,,14.0,,Salaried,Not applicable,220000.0,N/A (no overtime/am salaried),26.0,No commission,70000.0,2.7,,,,4% match + slowly vesting grant of 5-9%,UHC - ok so far. HSA,Bachelors,1.0,USD - US dollar,,,29.0
2025-01-16 14:25:13.077000,,United States,,California,,Prefer not to say,Public,Pharmaceutical (including “big pharma”),1000-5000,Recent hire but have heard good things. ,41 - 45,Senior Scientist,Operations,Late Stage Product Development,In-Person,1.0,,0.0,,9.0,,Salaried,Not applicable,148000.0,N/A (no overtime/am salaried),20.0,No commission,30000.0,Have not been long enough to have an annual yearly raise,7500.0,60000.0,,6% match,$150/mo for family HMo,Bachelors,1.5,USD - US dollar,Great questions. Should do it every year. ,"RSU, signing, referral ",
2025-01-16 13:54:50.452000,,United States,,Minnesota,,Prefer not to say,Academia/College/Universities,Cell and Gene Therapy,1000-5000,,41 - 45,Process Development Engineer III,Analytical Development,,In-Person,0.0,,0.0,,9.0,,Salaried,Not applicable,98660.0,N/A (no overtime/am salaried),0.0,No commission,0.0,0.04,,,10000.0,"Pension, 4% 403b match",,Bachelors,Less than 1 year,USD - US dollar,,,
2025-01-16 13:54:24.760000,,United States,,Indiana,,Prefer not to say,Private,Pharmaceutical (including “big pharma”),1-50,10/10,41 - 45,VP R&D,Research,,In-Person,1.0,,0.0,,7.0,,Salaried,Not applicable,205000.0,N/A (no overtime/am salaried),25.0,No commission,65000.0,10.0,15000.0,,,4% 100% match on 401k,100% coverage of premium of platinum health for my whole family ,PhD,2.0,USD - US dollar,,,25.0
2025-01-16 13:37:51.371000,,United States,,Illinois,,Prefer not to say,Public,Pharmaceutical (including “big pharma”),5000+,,41 - 45,Director,Clinical,Design Phase 1 studies and conduct analyses for dose selection from Phase 2 onwards,Hybrid,1.0,,0.0,,7.0,,Salaried,Not applicable,200.0,N/A (no overtime/am salaried),20.0,No commission,50000.0,0.03,,,,,,PhD,1.0,USD - US dollar,,,20.0
2025-01-16 13:20:48.306000,,Belgium,Brussels,,,Prefer not to say,Public,Contract Research Organization,50-200,CRO market going bad ,36 - 40,Scientific Marketing Officer,Marketing,,Hybrid,3.0,,0.0,,2.0,,Salaried,Not applicable,34000.0,N/A (no overtime/am salaried),0.0,No commission,0.0,Company/Institution does not have annual yearly raise,0.0,0.0,0.0,pension,hospitalization insurance,Masters,2.0,EUR - euro,,0.0,0.0
2025-01-16 13:12:18.041000,,United States,,New Jersey,,Prefer not to say,Private,Medical/Health Devices,50-200,it's a good company to work for - growing pains of establishing things here but it'll get better.,36 - 40,Senior Product Engineer,Research,,Hybrid,2.0,,0.0,,10.0,,Salaried,Not applicable,150000.0,N/A (no overtime/am salaried),20.0,No commission,0.0,Have not been long enough to have an annual yearly raise,0.0,,0.0,0.04,health insurance premiums are a bit high here,Masters,1.0,USD - US dollar,,,
2025-01-16 13:09:03.439000,,United States,,Massachusetts,,Prefer not to say,Private,Industrial Biotech,1-50,I really like the company! Main reason I’m here is because the people were great!,41 - 45,Scientist II,Research,Identifying and optimizing chemical problems related to enzymatic RNA synthesis,In-Person,0.0,,0.0,,2.0,,Salaried,Not applicable,125000.0,N/A (no overtime/am salaried),10.0,No commission,0.0,Have not been long enough to have an annual yearly raise,0.0,"I was given 30,000 options, but the company is pre-IPO and very new",,4% match for 401k,"Standard package, but I stayed on my spouse’s",PhD,0.5,USD - US dollar,,NA,NA
2025-01-16 13:07:06.125000,,United States,,North Carolina,,Prefer not to say,Subsidiary,Contract Manufacturing Organization,50-200,,36 - 40,Automation Engineer II,Information Technologies,Control site operational and building management systems through PLCs and software coding.,Hybrid,1.0,,0.0,,9.0,,Salaried,Not applicable,98000.0,N/A (no overtime/am salaried),5.0,No commission,0.0,3.0,,,,401k match 5%,,Bachelors,2.0,USD - US dollar,,0.0,3.0
2025-01-16 12:30:04.214000,,United States,,Missouri,,Prefer not to say,Private,Contract Research Organization,50-200,,36 - 40,Associate Director of Marketing,Business Development,,Remote,5.0,,0.0,,9.0,,Salaried,Not applicable,120000.0,N/A (no overtime/am salaried),,No commission,0.0,Have not been long enough to have an annual yearly raise,,,,,,Bachelors,2.0,USD - US dollar,,,
2025-01-16 12:20:25.882000,,United States,,California,,Prefer not to say,Private,Cell and Gene Therapy,1-50,"Great startup internship experience, CIRM-affiliated in California",30 - 35,Project Management Intern,Clinical,"Gantt Chart, SOPs, Presentation / Poster, Meetings with Partners and Internal Team",Hybrid,4.0,,0.0,,0.0,,Hourly,40.0,52000.0,N/A (no overtime/am salaried),,No commission,0.0,Have not been long enough to have an annual yearly raise,,,,,,Bachelors,0.0,USD - US dollar,,,
2025-01-16 12:07:52.572000,,United States,,California,,Sarepta,Public,Cell and Gene Therapy,1000-5000,,36 - 40,Senior Manager,Market Access,,Hybrid,5.0,,0.0,,5.0,,Salaried,Not applicable,160000.0,N/A (no overtime/am salaried),,No commission,20000.0,3.0,,,,,,Masters,2.0,USD - US dollar,,,
2025-01-16 11:57:29.197000,,United States,,California,,Abzena,Private,Contract Manufacturing Organization,200-1000,,46 - 50,"Vice President, Business Development",Business Development,Sales of a CDMO,Remote,5.0,,0.0,,25.0,,Salaried,Not applicable,180000.0,N/A (no overtime/am salaried),25.0,3.0,0.0,Company/Institution does not have annual yearly raise,10000.0,0.0,0.0,401K match,,Masters,1.5,USD - US dollar,Great,,0.0
2025-01-16 11:40:02.342000,,United States,,Wisconsin,,Prefer not to say,Public,Contract Manufacturing Organization,50-200,Great colleagues and work-life balance; company is financially irresponsible and risky ,30 - 35,Proposal Manager,Business Development,Proposal Manager for large-molecule manufacturer (proteins and mRNA). ,Remote,5.0,,0.0,,2.0,,Salaried,Not applicable,115000.0,N/A (no overtime/am salaried),0.0,No commission,0.0,Have not been long enough to have an annual yearly raise,6000.0,0.0,0.0,4% 401(k),"Aetna plan, relatively inexpensive for single (no kids)",Masters,1.0,USD - US dollar,,up to 20% annual bonus ,0.0
2025-01-16 11:29:55.055000,,United States,,California,,Prefer not to say,Public,Pharmaceutical (including “big pharma”),50-200,,36 - 40,Senior Research Associate I,Research,,In-Person,0.0,,0.0,,4.0,,Salaried,Not applicable,98000.0,N/A (no overtime/am salaried),8.0,No commission,200.0,0.04,,,,,,Masters,2.5,USD - US dollar,,,
2025-01-16 11:25:41.387000,,United States,,Maryland,,Prefer not to say,Subsidiary,Cell and Gene Therapy,1-50,Bad,41 - 45,Product Launch Specialist,Commercial,"Commercial strategy: Marketing, distribution, forecasting, market research",In-Person,0.0,,0.0,,12.0,,Salaried,Not applicable,135000.0,N/A (no overtime/am salaried),0.0,No commission,0.0,Have not been long enough to have an annual yearly raise,0.0,0.0,3000.0,401k: 4% salary match,company covers 100% of health and dental,Bachelors,1.0,USD - US dollar,,0.0,0.0
2025-01-16 11:21:11.641000,,United States,,California,,Prefer not to say,Private,Biotech Equipment,50-200,,30 - 35,Territory Account Manager,Sales,Outside sales ,Remote,3.0,,0.0,,11.0,,Salaried,Not applicable,144000.0,N/A (no overtime/am salaried),,0.6,52000.0,0.05,,,,401k 4% match,90% covered by company ,Bachelors,3.0,USD - US dollar,,,
2025-01-16 11:20:40.970000,,United States,,North Carolina,,Prefer not to say,Private,Contract Research Organization,1-50,,30 - 35,Scientist I,Research,,In-Person,1.0,,0.0,,4.0,,Salaried,Not applicable,90000.0,N/A (no overtime/am salaried),10.0,No commission,0.0,Have not been long enough to have an annual yearly raise,0.0,2000 Common Stock,0.0,5% match,Full Benefits,Masters,1.0,USD - US dollar,,,
2025-01-16 10:42:23.199000,,United States,,New Jersey,,Prefer not to say,Public,Pharmaceutical (including “big pharma”),5000+,"6/10. good team, work environment. Poor c-suite decisions/leadership",41 - 45,Manager,HEOR,Global HEOR,Hybrid,2.5,,0.0,,3.0,,Salaried,Not applicable,125000.0,N/A (no overtime/am salaried),12.0,No commission,0.0,Have not been long enough to have an annual yearly raise,5000.0,,0.0,401k match 6%,HSA contributions,Masters,0.5,USD - US dollar,,,
2025-01-16 10:36:14.763000,,United States,,California,,Prefer not to say,Public,Pharmaceutical (including “big pharma”),1000-5000,,41 - 45,Scientist,Research,Medicinal chemist,In-Person,0.0,,3.0,,0.0,,Salaried,Not applicable,122000.0,N/A (no overtime/am salaried),20.0,No commission,12000.0,Have not been long enough to have an annual yearly raise,7500.0,,,6% 401k match,,PhD,0.0,USD - US dollar,,,
2025-01-16 10:22:44.564000,,United States,,California,,Prefer not to say,Public,Medical/Health Devices,5000+,,36 - 40,Marketing Manager ,Marketing ,,Hybrid,3.0,,0.0,,0.0,,Salaried,Not applicable,136000.0,N/A (no overtime/am salaried),3.0,No commission,0.0,3.0,,,,,,Masters,1.5,USD - US dollar,Add marketing as function ,,
2025-01-16 09:22:53.276000,,United States,,Massachusetts,,Colossal biosciences ,Private,Cell and Gene Therapy,50-200,"It has been a rollercoaster. I find most people got hired on at a lower title than appropriate, which might reflect the market, but the pay is high for the respective position. Overall, the company is a good place to work at now that they've unofficially let go of a toxic member of leadership (Eriona Hysolli). ",36 - 40,Associate director,Research,,In-Person,0.0,,5.0,,1.0,,Salaried,Not applicable,180000.0,N/A (no overtime/am salaried),,No commission,0.0,0.05,,,,,"Employer pays health, dental, vision ",PhD,1.5,USD - US dollar,,,
2025-01-16 08:42:07.947000,,United States,,Missouri,,Prefer not to say,Public,Contract Manufacturing Organization,5000+,,36 - 40,Process Engineer II,Manufacturing,Support and troubleshoot manufacturing process of biologics from startup to commercialization ,In-Person,1.0,,0.0,,0.0,,Salaried,Not applicable,80000.0,N/A (no overtime/am salaried),6.0,No commission,0.0,Have not been long enough to have an annual yearly raise,0.0,5% discount ESPP,0.0,"6% match 401k after one year, 100% vests after two years of service ",UnitedHealth insurance,PhD,0.25,USD - US dollar,,,
2025-01-16 08:12:52.434000,,United States,,Massachusetts,,Prefer not to say,Private,Pharmaceutical (including “big pharma”),50-200,,36 - 40,Associate Scientist,Research,Screening,Hybrid,2.0,,0.0,,3.0,,Salaried,Not applicable,98336.0,N/A (no overtime/am salaried),10.0,No commission,3000.0,3.0,,,,50% match up to 6% (3% match),Blue Cross Blue Shield,Masters,2.0,USD - US dollar,,,10.0
2025-01-16 08:10:23.347000,,United States,,Massachusetts,,Prefer not to say,Private,Cell and Gene Therapy,1-50,,41 - 45,Senior Associate Scientist II,Analytical Development,"Assay development, internal qualification, platform improvements, tech transfer, SME",In-Person,0.0,,0.0,,5.0,,Salaried,Not applicable,117500.0,N/A (no overtime/am salaried),10.0,No commission,0.0,0.03,5000.0,,,,,Bachelors,3.0,USD - US dollar,,,0.08
2025-01-16 07:46:17.232000,,United States,,Massachusetts,,Prefer not to say,Public,Pharmaceutical (including “big pharma”),1-50,,36 - 40,Principal Associate Scientist,Research,Antibody engineering and discovery,In-Person,0.0,,0.0,,7.0,,Salaried,Not applicable,105000.0,N/A (no overtime/am salaried),10.0,No commission,10000.0,5.0,,,,,,Masters,7.0,USD - US dollar,,,10.0
2025-01-16 06:35:13.710000,,United States,,Maryland,,Prefer not to say,Private,Diagnostics,200-1000,It’s fine,30 - 35,Project Manager II,Operations,help facilitate moving products through a phase gated process from R&D to launch.,Hybrid,2.0,,0.0,"PMP, PE, RAPS, etc, Scrum master",10.0,,Salaried,Not applicable,125000.0,N/A (no overtime/am salaried),7.0,No commission,0.0,3.0,,,,3% 401k match,"PPO, FSA",Masters,4.0,USD - US dollar,,,
2025-01-16 06:11:40.640000,,United States,,North Carolina,,Prefer not to say,Private,Pharmaceutical (including “big pharma”),5000+,,41 - 45,Data Integrity Manager,Quality,,Hybrid,2.0,,0.0,,13.0,,Salaried,Not applicable,115000.0,N/A (no overtime/am salaried),15.0,No commission,8000.0,Company/Institution does not have annual yearly raise,,,,,,Bachelors,1.0,USD - US dollar,,,15.0
2025-01-16 05:59:27.249000,,United Kingdom,Remote,,,Prefer not to say,Private,Pharmaceutical (including “big pharma”),5000+,,41 - 45,Senior Director ,Medical Affairs,,Remote,5.0,,0.0,,15.0,,Salaried,Not applicable,160000.0,N/A (no overtime/am salaried),25.0,No commission,30000.0,5.0,,,,,,PhD,1.0,GBP - sterling,,,
2025-01-16 04:35:21.086000,,United States,,California,,Prefer not to say,Private,Industrial Biotech,1-50,Startup that has seen several rounds of growth and contraction ,41 - 45,Senior Scientist,Research,,In-Person,0.0,,0.0,,14.0,,Salaried,Not applicable,152000.0,N/A (no overtime/am salaried),0.0,No commission,0.0,Company/Institution does not have annual yearly raise,,Received founders stock,,,Free for employees,Masters,6.0,USD - US dollar,,,
2025-01-16 00:21:31.149000,,Canada,,,Quebec,Prefer not to say,Private,Industrial Biotech,1000-5000,Not pleasant,36 - 40,Lab technician ,Quality,QC,In-Person,5.0,,0.0,,0.0,,Hourly,38.0,38000.0,1.5,,No commission,0.0,Have not been long enough to have an annual yearly raise,,,,0.0,Dental,Bachelors,1.0,CAD - Canadian dollar,,,
2025-01-16 00:03:51.838000,,United States,,Massachusetts,,Prefer not to say,Private,Cell and Gene Therapy,50-200,,46 - 50,supply chain manager,supply chain,inventory management and logistics ,Remote,5.0,,0.0,,10.0,,Salaried,Not applicable,135000.0,N/A (no overtime/am salaried),15.0,No commission,0.0,3.0,10000.0,"20,000 sign on",20000.0,401k match,"PPO plan for two people = $80/mo BCBS MA, company gives $4000 a year for HSA which the deductible max OOP. so basically free ",Bachelors,2.0,USD - US dollar,,,15.0
2025-01-16 00:00:48.566000,,United States,,Washington,,Prefer not to say,Private,Cell and Gene Therapy,50-200,,36 - 40,Scientist II,Research,,In-Person,0.0,,0.0,,3.0,,Salaried,Not applicable,134600.0,N/A (no overtime/am salaried),12.0,No commission,0.0,3.5,,,,NO 401k match,,PhD,2.0,USD - US dollar,,,0.072
2025-01-15 23:53:50.930000,,United States,,Michigan,,Prefer not to say,Public,Industrial Biotech,1000-5000,,41 - 45,Quality Control Manager,Quality,,In-Person,0.0,,0.0,,15.0,,Salaried,Not applicable,120000.0,N/A (no overtime/am salaried),,No commission,0.0,Company/Institution does not have annual yearly raise,,,,,,Bachelors,10.0,USD - US dollar,,,
2025-01-15 23:47:37.624000,,United States,,Pennsylvania,,Johnson & Johnson,Public,Pharmaceutical (including “big pharma”),5000+,"Good company, lots of work, RTO could be better ",30 - 35,Associate Director Program Management Hematology ,Medical Affairs,Chief of staff to therapeutic area lead,Hybrid,2.5,,0.0,,6.0,,Salaried,Not applicable,189000.0,N/A (no overtime/am salaried),20.0,No commission,40000.0,0.035,,,,75% 401k match on 6% contribution + 15% of base salary and cash bonus towards pension.,"600 premium for 1 person, $500 contribution towards HSA, $500 reimbursement for exercise expenses ",PharmD + Masters in Clinical Research + MBA,2.0,USD - US dollar,,,26.0
2025-01-15 22:58:49.699000,,United States,,California,,Prefer not to say,Private,Pharmaceutical (including “big pharma”),1-50,,30 - 35,Senior Accounting Manager,Administration,,Hybrid,3.0,,0.0,,12.0,,Salaried,Not applicable,166000.0,N/A (no overtime/am salaried),14.0,No commission,15000.0,0.04,,24000 options / 30mm pool,,No 401k match,No HSA,Bachelors,1.0,USD - US dollar,,,
2025-01-15 22:56:31.845000,,United States,,Massachusetts,,Prefer not to say,Public,Cell and Gene Therapy,1000-5000,,51 - 60,Principal Research Associate,Research,Cell culture engineering research,In-Person,0.0,,0.0,,4.0,,Salaried,Not applicable,105000.0,N/A (no overtime/am salaried),10.0,No commission,8000.0,3.5,,,,"401k, health + dental, fitness center",,Masters,4.0,USD - US dollar,,,10.0
