timestamp,what_country_do_you_work_in,where_is_the_closest_major_city_or_hub,biotech_sub_industry,company_or_institution_name,company_details_publicprivatestartup_subsidiary_of,company_detail_approximate_company_size,role_title_of_current_position,highest_achieved_formal_education,list_other_relevant_and_recognized_certifications,briefly_describe_your_position,years_of_experience,compensation_annual_base_salarypay,compensation_overtime_pay,compensation_annual_target_bonus,compensation_annual_equity,compensation_sign_on_bonus_value,compensation_stock_options,compensation_retirement_benefits,compensation_healthcare_benefits,compensation_most_recent_annual_yearly_raise,sign_on_relocation_assistance_total_value,company_review
2023-05-06 00:26:16.662000,US,Bay Area,Pharmaceutical (including “big pharma”),Abbvie,Public,5000+,Sr Scientist I,PhD or Equivalent,None,,2.0,1350000.0,N/A (no overtime/salaried),0.08,Not Applicable/None,,,6% 401k match,,0.04,,
2023-06-10 19:32:57.883000,US,Boston ,Pharmaceutical (including “big pharma”),Pfizer ,Public,5000+,Associate research fellow ,PhD or Equivalent,None,Manage a development team of 8,15.0,187500.0,N/A (no overtime/salaried),0.2,30000.0,,,0.09,,0.05,,
2023-06-12 00:47:08.033000,US,NYC,Pharmaceutical (including “big pharma”),Prefer not to say,Public,200-1000,VP Regulatory,Bachelors or Equivalent,None,head of regulatory affairs,30 or more,350000.0,N/A (no overtime/salaried),87000.0,Not Applicable/None,200000.0,None,401(k) match,"Almost free health insurance, vision, dental, life",Have not been long enough to have an annual yearly raise,,
2023-06-21 14:21:59.559000,US,Boston,Pharmaceutical (including “big pharma”),Prefer not to say,Public,200-1000,Senior Associate Scientist ,Masters or Equivalent,None,,4.0,85000.0,N/A (no overtime/salaried),6800.0,Not Applicable/None,,,4%match,Health insurance available ,Have not been long enough to have an annual yearly raise,,
2023-07-22 10:22:39.171000,US,NJ,Pharmaceutical (including “big pharma”),J&J,Public,5000+,Senior Director,PhD or Equivalent,None,,12.0,275000.0,N/A (no overtime/salaried),100000.0,100000.0,,,,,0.05,,
2023-08-01 12:47:51.714000,US,Boston ,Pharmaceutical (including “big pharma”),Takeda,Public,5000+,Research Associate Scientist ,Masters or Equivalent,None,,3.0,110000.0,N/A (no overtime/salaried),11000.0,Not Applicable/None,,,2.5,,Have not been long enough to have an annual yearly raise,,
2023-08-03 11:43:18.280000,US,Boston,Pharmaceutical (including “big pharma”),Prefer not to say,Public,1000-5000,Engineer I,Bachelors or Equivalent,None,,1.0,82000.0,N/A (no overtime/salaried),6600.0,Not Applicable/None,0.0,,,,Have not been long enough to have an annual yearly raise,,
2023-08-04 00:07:05.219000,US,Denver,Pharmaceutical (including “big pharma”),Prefer not to say,Start-up,1-50,Protocol Specialist,Bachelors or Equivalent,None,"Develop clinical trial protocols, provide regulatory support for IRB submissions",7.0,125000.0,1.5x base,Not Applicable/None,Not Applicable/None,0.0,None,5% 401k match,,Have not been long enough to have an annual yearly raise,,
2023-08-31 15:04:08.886000,US,NJ,Pharmaceutical (including “big pharma”),Prefer not to say,Public,1000-5000,Senior Director,Bachelors or Equivalent,None,Marketing,15.0,260000.0,N/A (no overtime/salaried),60000.0,200000.0,0.0,,5% match,,4.0,,
2023-09-14 11:18:42.081000,US,Boston,Pharmaceutical (including “big pharma”),Prefer not to say,Public,5000+,Sr. Engineer III ,PhD or Equivalent,None,CMC - Drug Product,9.0,165000.0,N/A (no overtime/salaried),30000.0,30000.0,,,,,4.5,,
2023-09-25 17:17:36.050000,US,Research Triangle,Pharmaceutical (including “big pharma”),Prefer not to say,Private,50-200,Associate Director,Bachelors or Equivalent,None,Facilities & Engineering but really Operations. Manage 3 people..,7.0,160000.0,N/A (no overtime/salaried),0.2,Not Applicable/None,28000.0,"Equity based on title, 4 year vesting ",4% 401k,"BCBS, typical midrange ",Have not been long enough to have an annual yearly raise,,
2023-10-06 19:12:35.483000,US,Bay Area,Pharmaceutical (including “big pharma”),Prefer not to say,Start-up,1-50,Scientist II,PhD or Equivalent,None,,2.0,137000.0,N/A (no overtime/salaried),Not Applicable/None,Not Applicable/None,0.0,0.0,401k no match,0.0,Have not been long enough to have an annual yearly raise,,
2023-10-19 17:41:37.114000,US,Boston,Pharmaceutical (including “big pharma”),Prefer not to say,Public,50-200,Director regulatory ,Masters or Equivalent,None,,9.0,212000.0,N/A (no overtime/salaried),40000.0,Not Applicable/None,,,,,Have not been long enough to have an annual yearly raise,,
2023-10-20 00:06:09.352000,US,St. Louis,Pharmaceutical (including “big pharma”),Pfizer,Public,5000+,Scientist,Bachelors or Equivalent,None,Analytical chemist reg tox thru BLA mostly nonGMP,23.0,98000.0,N/A (no overtime/salaried),7350.0,Not Applicable/None,,,4.5% match on employee’s 6.0%,,5.0,,
2023-10-20 02:56:09.212000,US,New Jersey ,Pharmaceutical (including “big pharma”),Bristol Myers Squibb ,Public,5000+,Senior associate scientist,Bachelors or Equivalent,None,Senior associate scientist - clinical manufacturing downstream operations,4.0,97000.0,N/A (no overtime/salaried),7760.0,Not Applicable/None,0.0,Restricted stock ,401k match 5%,Aetna,3.0,,
2023-10-26 06:29:33.372000,US,Research Triangle,Pharmaceutical (including “big pharma”),Viatris (Mylan),Public,5000+,Validation and Compliance Associate ,Bachelors or Equivalent,None,,1.0,55000.0,N/A (no overtime/salaried),Not Applicable/None,Not Applicable/None,5000.0,,401k match 4%,,Have not been long enough to have an annual yearly raise,,
2023-10-27 15:47:33.103000,US,NY Metro,Pharmaceutical (including “big pharma”),Merck,Public,5000+,"Assoc. Dir, FP&A",Masters or Equivalent,CPA,Expense lead for marketing operations,12.0,147240.0,N/A (no overtime/salaried),23558.0,20000.0,,,"6% 401(k) match, age+service cash balance pension","offers health/vision/dental for non-married domestic partner, pay about $600/mo pre-tax incl. FSA contribution of ~$3K a year",4.5,,"No real complaints, other than bad RTO execution and expectations"
2023-11-08 14:05:15.398000,US,Bay Area,Pharmaceutical (including “big pharma”),Genentech/Roche,Public,5000+,Senior Principal Scienist,M.D./PharmD/D.D.S. or Equivalent,None,Clinical Pharmacology,0.0,256000.0,N/A (no overtime/salaried),56000.0,56000.0,70000.0,,,,3.0,,Great company to work for. Really happy here.
2023-11-14 11:29:25.918000,US,San Diego ,Pharmaceutical (including “big pharma”),Prefer not to say,Start-up,1-50,Associate Director ,Masters or Equivalent,None,"Associate Director, 5 direct reports total team size 12",8.0,140000.0,N/A (no overtime/salaried),Not Applicable/None,Not Applicable/None,0.0,0.0,4% match,"Free, $39 copay ",Company/Institution does not have annual yearly raise,0.0,X
2023-11-14 22:19:10.743000,US,Bay Area,Pharmaceutical (including “big pharma”),Prefer not to say,Public,200-1000,EHS Specialist,Bachelors or Equivalent,None,R&D EHS,8.0,120000.0,N/A (no overtime/salaried),12000.0,2000.0,7000.0,RSU,401k match up to 4%,,10.0,,
2023-03-29 01:16:54.139000,USA,Boston,Pharmaceutical (including “big pharma”),Sanofi,Public,5000+,Senior Research Associate,Bachelors or Equivalent,None,,3.0,95000.0,N/A (no overtime/salaried),9500.0,Not Applicable/None,15000.0,,9% 401k match,,Have not been long enough to have an annual yearly raise,,
2023-03-29 01:02:04.007000,USA,"Washington, DC",Pharmaceutical (including “big pharma”),Prefer not to say,Public,200-1000,Clinical Research Manager,PhD or Equivalent,None,Clinical development ,0.0,115000.0,N/A (no overtime/salaried),11500.0,Not Applicable/None,,,401K 4% match ,,Have not been long enough to have an annual yearly raise,,
2023-03-29 00:41:11.379000,USA,Bay Area,Pharmaceutical (including “big pharma”),Prefer not to say,Public,5000+,Research Scientist,PhD or Equivalent,None,,0.0,175000.0,N/A (no overtime/salaried),25000.0,Not Applicable/None,,,,,Have not been long enough to have an annual yearly raise,,
2023-03-29 02:18:59.151000,USA,Los Angeles,Pharmaceutical (including “big pharma”),Prefer not to say,Start-up,50-200,Senior Manager,Masters or Equivalent,None,Senior Manager of Quality and Regulatory Compliance - Evaluate risk assessments to the company's business and initiate change control,7.0,170000.0,N/A (no overtime/salaried),15000.0,20000.0,5000.0,RSU,4% match,HSA $600,0.04,,
2023-03-29 03:01:07.587000,USA,Los Angeles,Pharmaceutical (including “big pharma”),Prefer not to say,Start-up,1-50,Research Associate,Bachelors or Equivalent,None,Conduct pre-clinical studies invitro and invivo models.,4.0,75000.0,N/A (no overtime/salaried),Not Applicable/None,Not Applicable/None,0.0,0.3,3.0,All inclusive,Company/Institution does not have annual yearly raise,,
2023-03-29 04:41:41.480000,USA,Boston,Pharmaceutical (including “big pharma”),Prefer not to say,Public,200-1000,Sr. Scientist,PhD or Equivalent,None,"Drug discovery PTL, manage 1 associate",6.0,137000.0,N/A (no overtime/salaried),0.15,11000.0,5000.0,Currently worthless,100% 401k match up to 4%,"HDHP w/ HSA, company contributes $2400 (deductible amount); also offer more traditional PPO",0.054,,
2023-03-29 05:36:34.030000,USA,Bay Area,Pharmaceutical (including “big pharma”),Prefer not to say,Start-up,200-1000,Sr. Scientist II - Computational Biology and Machine Learning ,PhD or Equivalent,None,"Analyze data, build predictive models, create automated processing pipelines ",3.0,208000.0,N/A (no overtime/salaried),37440.0,25000.0,10000.0,,1% 401k match,,0.04,,"Good progress, fast growing, but often bites off more than it can chew and leaves employees stretched."
2023-03-29 07:13:16.258000,USA,Boston,Pharmaceutical (including “big pharma”),Prefer not to say,Start-up,1-50,Sr Associate Scientist,Bachelors or Equivalent,None,,6.0,113000.0,N/A (no overtime/salaried),11300.0,Not Applicable/None,5000.0,,,,Have not been long enough to have an annual yearly raise,,
2023-03-29 07:43:37.249000,USA,Boston,Pharmaceutical (including “big pharma”),Pfizer,Public,5000+,Sr. Scientist,PhD or Equivalent,None,Sr. Scientist - R&D Discovery Biology,4.0,120000.0,N/A (no overtime/salaried),16800.0,Not Applicable/None,0.0,0.0,401K % match,Lots of healthcare benefits. Costs depends on number of dependents.,3.0,,
2023-03-29 09:05:46.066000,USA,Boston,Pharmaceutical (including “big pharma”),Thermo Fisher Scientific,Public,5000+,"Manager, Program Management",Bachelors or Equivalent,None,"Manager, Program Management - Manage client-facing program managers for cell & gene therapy CMO",5.0,133500.0,N/A (no overtime/salaried),13300.0,Not Applicable/None,0.0,ESPP - 5% discount,6% 401k match,"UHC insurance, HDHP and PPO plans, $1200 yearly cost with $1750 deductible and $4k OOP max",3.17,10000.0,
2023-03-29 09:35:21.948000,USA,Bay Area,Pharmaceutical (including “big pharma”),Prefer not to say,Public,5000+,Senior Director,Masters or Equivalent,None,Regulatory Affairs,12.0,275000.0,N/A (no overtime/salaried),68750.0,120000.0,35000.0,"RSUs, ESPPs","$15,000 401K match",,8.0,,
2023-03-29 09:38:29.475000,Usa,Boston,Pharmaceutical (including “big pharma”),Prefer not to say,Start-up,1-50,SRA,Bachelors or Equivalent,None,,1.0,85000.0,N/A (no overtime/salaried),8500.0,Not Applicable/None,,,,,5.0,,
2023-03-29 10:34:57.443000,USA,Bay Area,Pharmaceutical (including “big pharma”),Genentech,Public,5000+,ORDP,Bachelors or Equivalent,None,,0.0,91000.0,N/A (no overtime/salaried),8190.0,7280.0,12000.0,,,,Have not been long enough to have an annual yearly raise,,
2023-03-29 10:37:35.161000,USA,Chicago,Pharmaceutical (including “big pharma”),AbbVie,Public,5000+,Senior Scientist I,PhD or Equivalent,None,,2.0,119000.0,N/A (no overtime/salaried),0.08,Not Applicable/None,20000.0,,401k 6% match plus 3% base contribution,"Healthcare, dental, vision",0.045,15000.0,
2023-03-29 11:18:58.432000,USA,Alachua,Pharmaceutical (including “big pharma”),Lacerta Therapeutics,Start-up,50-200,Scientist II,PhD or Equivalent,None,,2.0,70000.0,N/A (no overtime/salaried),Not Applicable/None,Not Applicable/None,,None,3% 401k match,,2.0,,
2023-03-29 11:24:44.575000,USA,Seattle,Pharmaceutical (including “big pharma”),Prefer not to say,Public,200-1000,Scientist 1,PhD or Equivalent,None,Process Development,2.0,115000.0,N/A (no overtime/salaried),8000.0,Not Applicable/None,7500.0,None,"6% matched at 50%, 401k",,Have not been long enough to have an annual yearly raise,,
2023-03-29 11:29:48.909000,USA,Bay Area,Pharmaceutical (including “big pharma”),Prefer not to say,Start-up,200-1000,Senior Scientist I,Bachelors or Equivalent,None,Preclinical development. No direct reports.,8.0,145600.0,N/A (no overtime/salaried),17420.0,Not Applicable/None,,,1% match,100% paid by employer,0.04,,
2023-03-29 13:01:16.993000,USA,Bay Area ,Pharmaceutical (including “big pharma”),Big pharma ,Subsidiary,200-1000,Sr Principal Scientist ,Bachelors or Equivalent,None,,7.0,150000.0,N/A (no overtime/salaried),68000.0,8000-16000,25000.0,8-16k a year ,6% and pension ,HSA $80/month 600 contribution by company ,Have not been long enough to have an annual yearly raise,,
2023-03-29 13:06:28.821000,USA,Research Triangle,Pharmaceutical (including “big pharma”),Prefer not to say,Private,50-200,Director,Bachelors or Equivalent,None,,19.0,206000.0,N/A (no overtime/salaried),51500.0,Not Applicable/None,,,6% 401K match,,3.0,,
2023-03-29 14:06:48.282000,USA,Boston,Pharmaceutical (including “big pharma”),Prefer not to say,Start-up,50-200,Sr. RA,Bachelors or Equivalent,None,Analytical Development/Molecular Bio. optimizing assays and performing in-house sequencing services for my department and other R&D teams,3.0,86320.0,N/A (no overtime/salaried),4100.0,Not Applicable/None,0.0,I know I got some options but I can't remember how many tbh,401k 3% contribution regardless of employee contribution,"Two plan options both ppo, company covers deductable with hra with the high premium plan (200/month for individual)  contributes the same to an HSA for the low premium plan (40/month for individual). Dental and vision they cover in full. Coverage available for family but close to double premiums",Have not been long enough to have an annual yearly raise,,It's pretty normal start up vibes. Sometimes stressful but not too bad. There was a lay off before I statre that did drastically reduce the size of r&d and shifted the culture 
2023-03-29 15:32:27.572000,USA,Seattle,Pharmaceutical (including “big pharma”),Prefer not to say,Public,1000-5000,Associate Director of Manufacturing,Bachelors or Equivalent,None,Manage External GMP Manufacturing vendors (antibody and drug product) ,20.0,206000.0,N/A (no overtime/salaried),42000.0,80000.0,,,100% up to 4%,,6.0,,
2023-03-29 15:42:25.704000,USA,New Jersey,Pharmaceutical (including “big pharma”),Prefer not to say,Public,1000-5000,Principal Scientist,PhD or Equivalent,None,Manage 3-4 junior scientists,6.0,154000.0,N/A (no overtime/salaried),23000.0,40000.0,10000.0,,6% 401k match,,4.0,,
2023-03-29 20:56:51.896000,USA,Boston,Pharmaceutical (including “big pharma”),Takeda,Public,5000+,Associate Director,Bachelors or Equivalent,None,Regulatory Operations,11.0,180000.0,N/A (no overtime/salaried),0.22,40000.0,,,"4% match, yearly slowly vesting grant which is based on age+years of service - currently 5.5% for me","cheap HSA, 900 per year contribution from employer",0.05,,Love working here. good work life balance. company cares about its employees
2023-03-29 23:50:22.372000,USA,Seattle,Pharmaceutical (including “big pharma”),Prefer not to say,Public,1000-5000,Director ,PhD or Equivalent,None,Technical Operations,12.0,210000.0,N/A (no overtime/salaried),52000.0,110000.0,50000.0,,5% 401k match,,5.0,50000.0,
2023-03-30 01:08:38.826000,USA,Boston,Pharmaceutical (including “big pharma”),Prefer not to say,Private,50-200,Principal Scientist,PhD or Equivalent,None,"Do a mix of bioinformatics, assay development, and managing screening efforts. Manage 2 junior scientists.",4.0,151000.0,N/A (no overtime/salaried),22650.0,Not Applicable/None,2000.0,5 year vesting schedule with 1 year cliff (newer options are now a 4 year schedule). ,3% 401k match,Blue cross -- 90% of costs covered by company. $2k deductible. $2k HSA contribution made by employer.,4.25,4000.0,"Decent company. Not perfect, but could be far worse. Pay is a little below competitors, but reasonable overall."
2023-03-30 09:20:03.227000,USA,Boston,Pharmaceutical (including “big pharma”),Prefer not to say,Public,5000+,Principal Scientist III,PhD or Equivalent,None,"Assay development, Clinical trial support",15.0,200000.0,N/A (no overtime/salaried),0.2,0.1,0.0,None,401 match 6%,PPO,"4% for 2023, lower most years",0.0,"Wonderful culture, but frustration on lower level lab heads regarding operational support"
2023-03-30 20:41:19.448000,USA,Indianapolis,Pharmaceutical (including “big pharma”),Prefer not to say,Public,5000+,Post-doctoral Scientist,PhD or Equivalent,None,,1.0,84000.0,N/A (no overtime/salaried),Not Applicable/None,Not Applicable/None,,,401K 6% match,,0.09,10000.0,
2023-03-30 21:26:26.823000,USA,Bay Area,Pharmaceutical (including “big pharma”),Prefer not to say,Public,200-1000,Research Associate II,Bachelors or Equivalent,None,,4.0,95000.0,N/A (no overtime/salaried),9500.0,Not Applicable/None,,,,,5.56,,
2023-03-30 23:48:09.487000,USA,Southeast,Pharmaceutical (including “big pharma”),Prefer not to say,Public,200-1000,Scientist,PhD or Equivalent,None,"Medicinal Chemistry, No Direct Reports",2.0,104000.0,N/A (no overtime/salaried),15 %,3200.0,,Options and RSU granted annually. 4 year vesting cycle,5 % 401 K Match,,4 %,18000.0,
2023-03-31 20:12:28.115000,USA,NYC,Pharmaceutical (including “big pharma”),Regeneron,Public,5000+,Senior Manager,PhD or Equivalent,None,Competitive intelligence and business development,6.0,175000.0,N/A (no overtime/salaried),29750.0,Not Applicable/None,25000.0,"Options vest annually, RSU grants vest every 2 years",401K match is paid in company stock,"Most robust health insurance plan is ~$240/month; $500 deductible, $3,000 OOP max",Have not been long enough to have an annual yearly raise,,Very positive so far
2023-04-01 01:27:22.944000,USA,San Diego,Pharmaceutical (including “big pharma”),Prefer not to say,Start-up,1-50,Research Associate II,Bachelors or Equivalent,None,,7.0,63000.0,N/A (no overtime/salaried),Not Applicable/None,Not Applicable/None,0.0,1200 vested over 3 years,3% 401K match,"PPO, FSA",Company/Institution does not have annual yearly raise,0.0,
2023-04-01 16:10:45.035000,USA,Bay Area,Pharmaceutical (including “big pharma”),Prefer not to say,Start-up,50-200,Research Associate II,Bachelors or Equivalent,None,,2.0,90640.0,N/A (no overtime/salaried),0.1,Not Applicable/None,,,,,3.0,,
2023-04-02 01:00:45.450000,USA,Bay Area,Pharmaceutical (including “big pharma”),Prefer not to say,Public,50-200,Sr Director,PhD or Equivalent,None,,12.0,250000.0,N/A (no overtime/salaried),50000.0,Not Applicable/None,,,401k match 3%,Free,Have not been long enough to have an annual yearly raise,,
2023-04-03 02:46:36.052000,USA,Boston,Pharmaceutical (including “big pharma”),Prefer not to say,Public,50-200,"Manager, R&D Operations",Masters or Equivalent,None,"Research and Development cross-functional supporting multiple programs, aligning budget, timelines, and deliverables. ",8.0,153920.0,N/A (no overtime/salaried),23088.0,30000.0,10000.0,RSU and Options,401k match - up to 6%,"Health, dental, and vision",0.04,,
2023-04-03 11:01:04.662000,USA,Boston,Pharmaceutical (including “big pharma”),Scorpion Therapeutics,Private,50-200,Senior Scientist I,PhD or Equivalent,None,,2.0,150000.0,N/A (no overtime/salaried),15.0,Not Applicable/None,15000.0,,,,0.05,,
2023-04-03 11:13:21.643000,USA,Los Angeles,Pharmaceutical (including “big pharma”),Gilead (Kite Pharma),Public,5000+,Quality Engineer III,PhD or Equivalent,None,,1.0,112000.0,N/A (no overtime/salaried),12000.0,25000.0,0.0,0.0,Standard Gilead $150000 401k match,"Subsidized PPO for PPO, HSA contributions for HSA",Have not been long enough to have an annual yearly raise,0.0,"My individual role has some issues, but I like the overall company. "
2023-04-03 20:16:02.910000,USA,Denver,Pharmaceutical (including “big pharma”),Pfizer,Public,5000+,Principal Scientist,PhD or Equivalent,None,Discovery R&D,4.0,138000.0,N/A (no overtime/salaried),20700.0,6000.0,,,4.5% 401K Match; 6% annual lump sum,,5.5,,
2023-04-03 20:48:00.658000,USA,Philadelphia ,Pharmaceutical (including “big pharma”),J&J,Public,5000+,Scientist,PhD or Equivalent,None,,1.0,130000.0,N/A (no overtime/salaried),16000.0,Not Applicable/None,10000.0,,,,4.0,5000.0,
2023-04-04 21:24:45.959000,USA,Boston,Pharmaceutical (including “big pharma”),Novartis,Public,5000+,Research Scientist II,Masters or Equivalent,None,,0.0,99750.0,N/A (no overtime/salaried),0.07,Not Applicable/None,15000.0,ESPP,401k match 4%,,0.05,,
2023-04-10 20:24:29.745000,USA,Bay Area,Pharmaceutical (including “big pharma”),Prefer not to say,Public,200-1000,Research Associate II,Bachelors or Equivalent,None,"Assist in lab work, study/project planning, data analysis, data communication",3.0,105000.0,N/A (no overtime/salaried),5500.0,Not Applicable/None,5000.0,7000 options at signing 4 year vest 1 year cliff,1/2 401k match to 3%,Extensive and affordable,0.042,,"I love love love my job. Mostly due to the freedom and responsibility I am given by my manager, whom I followed from my previous lab one year after they left. Its all about the people you directly work with"
2023-04-12 13:56:31.962000,Usa,Philadelphia,Pharmaceutical (including “big pharma”),Prefer not to say,Public,200-1000,"Scientist, PD",Masters or Equivalent,None,Downstream pd,4.0,107000.0,N/A (no overtime/salaried),Not Applicable/None,Not Applicable/None,4000.0,,,,Have not been long enough to have an annual yearly raise,,
2023-04-15 00:13:47.818000,USA,Seattle,Pharmaceutical (including “big pharma”),Prefer not to say,Public,200-1000,Sr Computational Biologist,PhD or Equivalent,None,Research computational experimental design and data analysis methods for new therapeutic products. Develop methods into regulated clinical lab workflows with software. Manage 1-3 post-PhD individual contributors. Present to internal and external stakeholders. Coordinate across teams for projects.,2.0,149000.0,N/A (no overtime/salaried),22000.0,60000.0,5000.0,No options - equity is in restricted stock units (RSUs),3000 annual match ,"Option between FSA or HSA plan. For HSA plan, employer diverts about $80/month of your pre-tax salary to the HSA account. $3000 deductible. Annual max out of pocket spend is $6000. Regular checkups, dental and eye exams are completely covered.",5.0,20000.0,"Good work culture at the level below my VP, but senior executives are disorganized and disconnected from employees, so employees generally have low confidence in them. Day to day experience at the company is good, but long term survival of the company is unclear. We also have a discretionary vacation policy and generally good boundaries about not working past 5pm or during weekends/holidays. The company is still small/young enough that it’s possible to move up relatively fast if you’re motivated and effective and can find a path to getting results in a somewhat disorganized environment. "
2023-04-17 19:41:17.612000,USA,"Rockville, MD",Pharmaceutical (including “big pharma”),Prefer not to say,Start-up,1-50,Scientist,PhD or Equivalent,None,Senior Scientist,5.0,110000.0,N/A (no overtime/salaried),10-15,Not Applicable/None,2000.0,5000 stocks to be vested over the time,3.0,75% employer 25% employee,Have not been long enough to have an annual yearly raise,,Okay'ish. Hard to predict whats going on. 
2023-04-19 12:54:46.974000,USA,Bay Area,Pharmaceutical (including “big pharma”),Prefer not to say,Start-up,50-200,Director,Bachelors or Equivalent,None,Manage MSAT Engineers,9.0,245000.0,N/A (no overtime/salaried),49000.0,Not Applicable/None,,N/A,5% 401k match,"Medical/Dental, FSA/HSA",Have not been long enough to have an annual yearly raise,17500.0,
2023-04-25 09:07:13.771000,USA,Los Angeles,Pharmaceutical (including “big pharma”),Prefer not to say,Private,5000+,Senior Associate,Masters or Equivalent,None,,1.0,95000.0,1.5x base,Depends on companies performance ,5000.0,10000.0,,,,Have not been long enough to have an annual yearly raise,,
2023-05-10 15:17:57.553000,USA,San Diego,Pharmaceutical (including “big pharma”),Prefer not to say,Private,200-1000,Research Associate 2,Bachelors or Equivalent,None,Research Associate 2 Oligosynthesis chemist and some organic synthesis ,3.0,80000.0,N/A (no overtime/salaried),10% of salary ,Not Applicable/None,,I have stock and options but don’t know the total,401k up to 5% match ,Cigna ,Have not been long enough to have an annual yearly raise,5000.0,"Fantastic company. Incredible working environment, amazing culture and treated well by managers. "
2023-05-12 23:33:27.729000,USA,Philadelphia ,Pharmaceutical (including “big pharma”),Prefer not to say,Public,5000+,M1,Bachelors or Equivalent,None,,2.0,100000.0,N/A (no overtime/salaried),0.13,Not Applicable/None,0.0,0.0,4.5% match plus pension ,Amazing ,0.045,,
2023-05-18 15:16:32.296000,USA,Philadelphia,Pharmaceutical (including “big pharma”),Prefer not to say,Government,1-50,Scientific Project Manager,Masters or Equivalent,PMP,manage multiple projects within biopharma supporting consortia collaboration and technology advances. ,20.0,90000.0,N/A (no overtime/salaried),Not Applicable/None,Not Applicable/None,0.0,0.0,11% 401k Match,"very inexpensive, health, vision, dental, std, ltd, etc. ",2.0,0.0,na
2023-05-21 21:55:35.010000,USA,Boston,Pharmaceutical (including “big pharma”),Catalent,Public,5000+,Manufacturing Tech II,Bachelors or Equivalent,None,,3.0,61900.0,10% shift differential -1.5x after 40hrs - 2x on Saturdays ,4333.0,Not Applicable/None,,,401k match up to 6%,,0.05,,"Good for experience if starting career. Management is a mess, but they’ll treat you nice if they like you, at least in MFG."
2023-05-28 15:21:37.182000,USA,San Diego,Pharmaceutical (including “big pharma”),Prefer not to say,Public,5000+,Sr. Scientist,Bachelors or Equivalent,None,R&D,15.0,135000.0,N/A (no overtime/salaried),0.12,$15k,15000.0,,,,0.03,,
2023-06-03 01:05:41.375000,USA,Bay area,Pharmaceutical (including “big pharma”),Prefer not to say,Public,200-1000,Sr Scientist 2 (AD equivalent),PhD or Equivalent,None,CMC technical development,6.0,176800.0,N/A (no overtime/salaried),40000.0,25000.0,10000.0,,,,4.0,,
2023-06-07 17:02:56.731000,usa,seattle,Pharmaceutical (including “big pharma”),Prefer not to say,Start-up,1-50,research associate I,Bachelors or Equivalent,None,in vivo and histology work,1.0,66000.0,N/A (no overtime/salaried),0.1,"option to buy 15,000 shares",,option to buy shares,401k match,"health, dental, vision",10% (due to 2022 inflation) ,5000.0,
2023-06-08 08:16:34.168000,USA,Boston,Pharmaceutical (including “big pharma”),Prefer not to say,Public,5000+,Associate Director,PhD or Equivalent,None,individual contributor in data sciences for clinical development. No direct reports,10.0,191000.0,N/A (no overtime/salaried),38000.0,40000.0,5000.0,Annual RSU grant that vests over 3 year,2 to 1 match up to 3% employee contribution ,,0.03,,
2023-06-12 11:29:31.078000,USA,Bay Area,Pharmaceutical (including “big pharma”),Cell and Gene Therapy Clinical Phase Startup,Public,50-200,"Associate Director, Supply Chain",Bachelors or Equivalent,None,Supply Chain is a non-scientist role under Technical Operations. ,10.0,208000.0,N/A (no overtime/salaried),0.175,50000.0,17500.0,15500.0,4% match,,0.04,,
2023-06-13 23:20:14.860000,USA,Bay Area,Pharmaceutical (including “big pharma”),Prefer not to say,Start-up,1-50,Senior Research Associate,Bachelors or Equivalent,None,Protein Science - Expression and Purification,7.0,110000.0,N/A (no overtime/salaried),Not Applicable/None,Not Applicable/None,,,,,Have not been long enough to have an annual yearly raise,,
2023-06-14 01:07:28.937000,Usa,Philadelphia ,Pharmaceutical (including “big pharma”),Prefer not to say,Public,5000+,Senior scientist,PhD or Equivalent,None,Senior scientist- characterize bio therapeutics by mass spec. Manage collaborations and develop automation workflows.,4.0,152000.0,N/A (no overtime/salaried),23000.0,Not Applicable/None,15000.0,0.0,4.5% 401k match and pension,HSA and high deductible health insurance,4.0,25000.0,
2023-06-15 19:39:52.545000,USA,Bay Area,Pharmaceutical (including “big pharma”),AbbVie,Public,,Associate Scientist I,Bachelors or Equivalent,None,,2.0,82000.0,N/A (no overtime/salaried),Not Applicable/None,Not Applicable/None,5000.0,,,,Have not been long enough to have an annual yearly raise,,
2023-06-17 19:56:05.422000,USA,San Diego,Pharmaceutical (including “big pharma”),Prefer not to say,Private,50-200,Principal Scientist,PhD or Equivalent,None,,21.0,167000.0,N/A (no overtime/salaried),33400.0,Not Applicable/None,,140000.0,401k match up to 5%,standard healthcare and life insurance overall pretty cheap,4.0,8000.0,
2023-06-23 00:48:43.090000,USA,Bay area ,Pharmaceutical (including “big pharma”),Prefer not to say,Private,50-200,"Manager, Analytical Development and QC ",Bachelors or Equivalent,None,,8.0,113000.0,N/A (no overtime/salaried),Not Applicable/None,Not Applicable/None,,,,,0.03,,
2023-06-23 14:54:48.697000,USA,RESEARCH TRIANGLE,Pharmaceutical (including “big pharma”),BIOGEN,Public,5000+,ASSOCIATE 2,Bachelors or Equivalent,None,QC ASSOCIATE 2,4.0,68000.0,N/A (no overtime/salaried),5000.0,Not Applicable/None,0.0,16 RSU EACH YEAR 4 VESTED OUT EVERY YEAR,401K UPTO 3%,GOOD HEALTH CARE. ,4.0,,GOING THOUGH TOO MUCH CHANGES. NEW CEO.
