timestamp,where_is_the_closest_major_city_or_hub,biotech_sub_industry,company_or_institution_name,company_details_publicprivatestartup_subsidiary_of,company_detail_approximate_company_size,role_title_of_current_position,highest_achieved_formal_education,years_of_experience,compensation_annual_base_salarypay,compensation_annual_target_bonus,compensation_annual_equity,compensation_sign_on_bonus_value,sign_on_relocation_assistance_total_value,what_country_do_you_work_in,compensation_overtime_pay,company_review,briefly_describe_your_position,list_other_relevant_and_recognized_certifications,compensation_retirement_benefits,compensation_healthcare_benefits,compensation_stock_options,compensation_most_recent_annual_yearly_raise,compensation_options,have_you_one_a_postdoc
2022-10-01 19:00:50.018000,"Austin, TX",Pharmaceutical (including “big pharma”),,Public,50-200,Associate Scientist,Bachelors or Equivalent,3.0,65000.0,3250.0,Not Applicable/None,,,,,,,,,,,,,
2022-10-01 19:07:55.179000,San Diego,Medical Devices,Quidel,Public,1000-5000,Research Associate II,Bachelors or Equivalent,2.0,61000.0,Not Applicable/None,Not Applicable/None,,,,,,,,,,,,,
2022-10-01 20:07:07.774000,San diego,Pharmaceutical (including “big pharma”),,Private,1-50,Principal scientist ,PhD or Equivalent,4.0,150000.0,Not Applicable/None,Not Applicable/None,,,,,,,,,,,,,
2022-10-01 20:31:19.185000,"Cambridge, MA",Pharmaceutical (including “big pharma”),,Public,50-200,Senior Scientist ,PhD or Equivalent,2.0,145000.0,25000.0,Not Applicable/None,5000.0,5000.0,,,,,,,,,,,
2022-10-01 20:36:09.159000,Bay Area,Diagnostics,,Start-up,200-1000,Principal Scientist,PhD or Equivalent,5.0,140000.0,Not Applicable/None,30000.0,,2000.0,,,,,,,,,,,
2022-10-01 21:23:19.688000,Bay Area,Academia/Research,,Private,50-200,Scientist,PhD or Equivalent,0.0,115000.0,14950.0,Not Applicable/None,,2500.0,,,,,,,,,,,
2022-10-01 22:04:52.062000,Bay Area,Academia/Research,,Public,1000-5000,Senior Research Associate 1,Masters or Equivalent,2.0,95000.0,5700.0,10000.0,,7000.0,,,,,,,,,,,
2022-10-01 22:37:06.824000,Baltimore,Pharmaceutical (including “big pharma”),Catalent ,Public,5000+,Manufacturing Associate II,Bachelors or Equivalent,2.0,73000.0,3500.0,Not Applicable/None,,5000.0,,,,,,,,,,,
2022-10-01 23:17:27.013000,Boston,Pharmaceutical (including “big pharma”),,Public,200-1000,Computational scientist ,PhD or Equivalent,1.0,143000.0,17000.0,5000.0,15000.0,,,,,,,,,,,,
2022-10-02 00:17:06.697000,"Seattle, WA",Pharmaceutical (including “big pharma”),,Public,5000+,MSAT Engineer 2,Bachelors or Equivalent,4.0,95000.0,0.1,7500.0,0.0,0.0,,,,,,,,,,,
2022-10-02 01:20:08.013000,Sacramento,Medical Devices,Cepheid,Subsidiary,1000-5000,Scientist,Bachelors or Equivalent,7.0,100000.0,10000.0,Not Applicable/None,10000.0,8000.0,,,,,,,,,,,
2022-10-02 01:31:46.413000,"Baltimore, MD",Pharmaceutical (including “big pharma”),,Private,1-50,Scientist,PhD or Equivalent,1.0,72000.0,Not Applicable/None,Not Applicable/None,,,,,,,,,,,,,
2022-10-02 02:47:32.472000,Bay Area,Academia/Research,Chan Zuckerberg Biohub,Private,200-1000,Research Associate I,Bachelors or Equivalent,2.0,76000.0,Annual 3% bonuses with performance multipliers. ,Not Applicable/None,0.0,2000.0,,,,,,,,,,,
2022-10-02 04:02:20.589000,Germany,Pharmaceutical (including “big pharma”),Abbvie ,Public,5000+,Project Engineer,Masters or Equivalent,4.0,77000.0,Not Applicable/None,Not Applicable/None,,,,,,,,,,,,,
2022-10-02 06:53:29.411000,Boston,Biosynthesis,,Start-up,50-200,Scientist,PhD or Equivalent,0.0,100000.0,Not Applicable/None,Not Applicable/None,,5000.0,,,,,,,,,,,
2022-10-02 09:23:20.794000,San Diego,Medical Devices,,Private,200-1000,Principal Scientist ,PhD or Equivalent,6.0,264000.0,52000.0,175000.0,0.0,0.0,,,,,,,,,,,
2022-10-02 09:44:04.354000,Boston,Pharmaceutical (including “big pharma”),,Public,1000-5000,Scientist ,Bachelors or Equivalent,10.0,115000.0,15000.0,14000.0,,15000.0,,,,,,,,,,,
2022-10-02 14:38:08.004000,Raleigh-Durham,Pharmaceutical (including “big pharma”),CSL Seqirus,Public,1000-5000,Scientific Associate II,Bachelors or Equivalent,6.0,93000.0,9300.0,Not Applicable/None,,,,,,,,,,,,,
2022-10-02 16:27:58.807000,Bay Area,Pharmaceutical (including “big pharma”),,Private,200-1000,Associate Director,PhD or Equivalent,12.0,197000.0,35000.0,100000.0,,,,,,,,,,,,,
2022-10-03 22:10:51.388000,Toronto,Pharmaceutical (including “big pharma”),,Private,200-1000,Scientist I,PhD or Equivalent,0.0,110000.0,12000-20000,Not Applicable/None,,,,,,,,,,,,,
2022-10-04 11:52:09.535000,Bay Area,Pharmaceutical (including “big pharma”),,Public,50-200,Associate Engineer II,Bachelors or Equivalent,4.0,110000.0,Not Applicable/None,Not Applicable/None,0.0,0.0,,,,,,,,,,,
2022-10-04 21:06:57.223000,"Boston, MA",Pharmaceutical (including “big pharma”),,Public,1000-5000,Principal Scientist,PhD or Equivalent,6.0,175000.0,32000.0,30000.0,15000.0,10000.0,,,,,,,,,,,
2022-10-05 20:27:26.803000,"New England, not Boston",Pharmaceutical (including “big pharma”),,Public,5000+,Assoc Dir,Masters or Equivalent,11.0,170.0,25k,25k - 100k,,,,,,,,,,,,,
2022-10-06 00:16:33.401000,Bay Area ,Pharmaceutical (including “big pharma”),Merck,Public,5000+,Senior scientist 1,PhD or Equivalent,1.0,143000.0,Not Applicable/None,Not Applicable/None,,,,,,,,,,,,,
2022-10-06 00:16:43.032000,Bay Area ,Pharmaceutical (including “big pharma”),Merck,Public,5000+,Senior scientist 1,PhD or Equivalent,1.0,143000.0,Not Applicable/None,Not Applicable/None,,,,,,,,,,,,,
2022-10-06 08:00:25.900000,Boston,Pharmaceutical (including “big pharma”),,Start-up,1-50,Scientist I,Bachelors or Equivalent,8.0,120000.0,0.1,Not Applicable/None,,,,,,,,,,,,,
2022-10-08 14:38:17.428000,Boston,Pharmaceutical (including “big pharma”),,Private,50-200,Corp Dev Analyst,Masters or Equivalent,3.0,95000.0,Not Applicable/None,Not Applicable/None,,5000.0,,,,,,,,,,,
2022-10-09 01:27:21.863000,Bay area,Medical Devices,,Public,200-1000,Vp,PhD or Equivalent,25.0,360000.0,60000.0,Not Applicable/None,,,,,,,,,,,,,
2022-10-09 01:31:27.648000,San Diego ,Pharmaceutical (including “big pharma”),,Public,5000+,Sr. Scientist I,PhD or Equivalent,6.0,180000.0,20% (0-200%),Not Applicable/None,90000.0,,,,,,,,,,,,
2022-10-10 17:33:08.626000,Boston,Pharmaceutical (including “big pharma”),,Private,50-200,Associate Scientist,Bachelors or Equivalent,5.0,110000.0,11000.0,Not Applicable/None,,15000.0,,,,,,,,,,,
2022-10-16 20:58:40.650000,Boston,Pharmaceutical (including “big pharma”),,Public,5000+,Associate Director ,PhD or Equivalent,6.0,161000.0,0.16,50000.0,10000.0,,,,,,,,,,,,
2022-10-16 21:24:10.455000,Boston,Pharmaceutical (including “big pharma”),,Public,200-1000,Sr Clinical Research Coordinator,Bachelors or Equivalent,3.0,87000.0,7000.0,Not Applicable/None,,,,,,,,,,,,,
2022-10-16 21:40:33.763000,Bay Area,Pharmaceutical (including “big pharma”),Genentech,Private,5000+,Senior Scientific Researcher,Bachelors or Equivalent,5.0,160000.0,16000.0,Not Applicable/None,,,,,,,,,,,,,
2022-10-16 22:28:50.469000,San Diego ,Medical Devices,Illumina,Public,5000+,Scientist II,Bachelors or Equivalent,8.0,85000.0,6000.0,Not Applicable/None,,,,,,,,,,,,,
2022-10-16 22:32:27.075000,Boston,Pharmaceutical (including “big pharma”),,Start-up,50-200,Senior Research Associate,Masters or Equivalent,5.0,90000.0,9000.0,6000.0,,,,,,,,,,,,,
2022-10-16 22:32:41.832000,Boston,Pharmaceutical (including “big pharma”),,Public,1000-5000,Sr. Manager,Masters or Equivalent,4.0,185000.0,Not Applicable/None,Not Applicable/None,,,,,,,,,,,,,
2022-10-17 00:45:48.086000,Houston ,Pharmaceutical (including “big pharma”),,Public,5000+,Process Engineer,Bachelors or Equivalent,3.0,100000.0,Not Applicable/None,Not Applicable/None,,,,,,,,,,,,,
2022-10-17 07:13:35.310000,NJ,Pharmaceutical (including “big pharma”),BMS,Public,5000+,Associate Director ,PhD or Equivalent,21.0,192000.0,36000.0,22500.0,,,,,,,,,,,,,
2022-10-17 08:04:37.664000,Boston,Pharmaceutical (including “big pharma”),,Public,5000+,Senior scientist,PhD or Equivalent,0.0,120000.0,0.08,Not Applicable/None,,,,,,,,,,,,,
2022-10-17 09:48:10.597000,Boston,Pharmaceutical (including “big pharma”),Alnylam,Public,1000-5000,Sr. Specialist,Masters or Equivalent,6.0,120000.0,15000.0,10000.0,,,,,,,,,,,,,
2022-10-17 11:22:29.092000,Cambridge,Pharmaceutical (including “big pharma”),,Start-up,1-50,Associate Scientist,Bachelors or Equivalent,2.0,78000.0,6240.0,Not Applicable/None,10000.0,,,,,,,,,,,,
2022-10-17 12:05:51.156000,Boston,Pharmaceutical (including “big pharma”),Pfizer,Public,5000+,Senior Associate Scientist,Bachelors or Equivalent,3.0,84000.0,5000.0,Not Applicable/None,5000.0,,,,,,,,,,,,
2022-10-17 12:37:51.001000,"Cincinnati, Ohio",Academia/Research,,Academia/College/Universities,5000+,Research assistant,Bachelors or Equivalent,10.0,60000.0,Not Applicable/None,Not Applicable/None,,,,,,,,,,,,,
2022-10-17 13:37:14.446000,Midwest,Pharmaceutical (including “big pharma”),PPD,Public,5000+,Senior Research Scientist,PhD or Equivalent,6.0,103000.0,Not Applicable/None,Not Applicable/None,,,,,,,,,,,,,
2022-10-17 13:54:09.135000,Los Angeles ,Pharmaceutical (including “big pharma”),,Public,5000+,Research Associate 111,Bachelors or Equivalent,4.0,102000.0,Not Applicable/None,Not Applicable/None,,,,,,,,,,,,,
2022-10-17 14:01:25.689000,Philadelphia ,Pharmaceutical (including “big pharma”),,Private,5000+,Scientist ,Bachelors or Equivalent,6.0,88588.0,6000.0,Not Applicable/None,,,,,,,,,,,,,
2022-10-17 16:30:30.237000,Maryland,Pharmaceutical (including “big pharma”),,Public,1000-5000,Senior Scientist,PhD or Equivalent,3.0,140000.0,21000.0,10000.0,0.0,0.0,,,,,,,,,,,
2022-10-17 23:57:05.027000,CA,Academia/Research,Hospital ,Academia/College/Universities,1-50,Clinical research coordinator ,Bachelors or Equivalent,2.0,75000.0,Not Applicable/None,Not Applicable/None,,,,,,,,,,,,,
2022-10-18 06:23:33.726000,Boston,Academia/Research,,Public,200-1000,Associate Director ,PhD or Equivalent,17.0,160000.0,Not Applicable/None,Not Applicable/None,,9000.0,,,,,,,,,,,
2022-10-18 20:13:56.942000,Boston,Pharmaceutical (including “big pharma”),,Public,5000+,Sr. Scientist,PhD or Equivalent,8.0,130000.0,20000.0,20000.0,,,,,,,,,,,,,
2022-10-19 18:15:00.630000,Salt Lake City,Academia/Research,,Start-up,1-50,Research Associate,Bachelors or Equivalent,3.0,53000.0,Not Applicable/None,Not Applicable/None,1000.0,,,,,,,,,,,,
2022-10-20 22:04:26.503000,Saint Louis,Agriculture/Food,NewLeaf,Start-up,50-200,Research Associate,Bachelors or Equivalent,1.0,56000.0,8400.0,Not Applicable/None,0.0,2500.0,,,,,,,,,,,
2022-10-21 06:19:12.760000,Devens ,Pharmaceutical (including “big pharma”),Bristol Myers Squibb (contractor via Spectraforce Technologies),Public,5000+,Field QA Specialist,Bachelors or Equivalent,2.0,120000.0,Not Applicable/None,Not Applicable/None,0.0,0.0,,,,,,,,,,,
2022-10-21 15:18:41.798000,NJ-Philly-DE,Pharmaceutical (including “big pharma”),,Public,1000-5000,Research Scientist,Masters or Equivalent,2.0,99000.0,10%-15%,25000.0,10000.0,,,,,,,,,,,,
2022-10-21 15:19:09.205000,Canada,Pharmaceutical (including “big pharma”),Phyton Biotech,Private,50-200,Chemical Operations Technologist I,Bachelors or Equivalent,0.0,52500.0,Not Applicable/None,Not Applicable/None,,,,,,,,,,,,,
2022-10-21 21:08:55.004000,Seattle,Pharmaceutical (including “big pharma”),,Private,200-1000,Scientist I,PhD or Equivalent,1.0,80000.0,Not Applicable/None,Not Applicable/None,6000.0,,,,,,,,,,,,
2022-10-22 00:25:12.620000,RTP,Pharmaceutical (including “big pharma”),,Public,5000+,Engineer II,Bachelors or Equivalent,2.0,80000.0,8000.0,3000.0,,,,,,,,,,,,,
2022-10-22 03:39:45.181000,bay area,Animal Health,,Public,5000+,scientist,PhD or Equivalent,0.0,100000.0,0-8%,Not Applicable/None,,,,,,,,,,,,,
2022-10-22 09:02:06.086000,Seattle ,Pharmaceutical (including “big pharma”),,Private,1-50,RandD engineer 2,Masters or Equivalent,2.0,90000.0,Not Applicable/None,Not Applicable/None,,,,,,,,,,,,,
2022-10-25 00:33:15.083000,SF Bay Area,Pharmaceutical (including “big pharma”),,Start-up,1-50,Sr Director,PhD or Equivalent,12.0,250000.0,56000.0,Not Applicable/None,,,,,,,,,,,,,
2022-10-27 10:44:18.855000,Philadelphia,RNA,,Start-up,1-50,Corporate Operations Manager,Masters or Equivalent,4.0,70000.0,0.1,Not Applicable/None,,,,,,,,,,,,,
2022-10-27 14:42:09.614000,Boston,Pharmaceutical (including “big pharma”),,Public,5000+,Senior manager ,Bachelors or Equivalent,7.0,140000.0,0.16,Not Applicable/None,,,,,,,,,,,,,
2022-10-30 03:09:37.947000,San Diego,Pharmaceutical (including “big pharma”),,Private,200-1000,CQV Engineer II,Bachelors or Equivalent,4.0,110000.0,0.1,Not Applicable/None,,10000.0,,,,,,,,,,,
2022-11-08 21:41:11.999000,RTP,Pharmaceutical (including “big pharma”),,Start-up,1-50,Research Associate II,Bachelors or Equivalent,3.0,74000.0,7400.0,Not Applicable/None,,,,,,,,,,,,,
2022-11-16 13:00:03.237000,Boston,Pharmaceutical (including “big pharma”),,Public,1-50,Associate Director,PhD or Equivalent,13.0,180000.0,0.2,Not Applicable/None,,,,,,,,,,,,,
2022-11-17 08:58:48.157000,Boston,Pharmaceutical (including “big pharma”),,Public,5000+,Engineer II,Masters or Equivalent,6.0,102000.0,15000.0,Not Applicable/None,,,,,,,,,,,,,
2022-11-17 09:23:56.328000,Boston ,Pharmaceutical (including “big pharma”),,Public,1000-5000,Proceeds Engineer,Masters or Equivalent,3.0,100000.0,Not Applicable/None,Not Applicable/None,,,,,,,,,,,,,
2022-11-17 09:30:01.348000,San Diego ,Pharmaceutical (including “big pharma”),,Public,5000+,Sr. Manager,PhD or Equivalent,9.0,160000.0,13.0,Not Applicable/None,,7000.0,,,,,,,,,,,
2022-11-17 10:43:03.121000,NYC,Pharmaceutical (including “big pharma”),,Public,5000+,Senior Manager,PhD or Equivalent,5.0,175000.0,29750.0,15350.0,30000.0,,,,,,,,,,,,
2022-11-17 11:14:19.162000,Bay Area,NGS,Integrated DNA Technologies,Subsidiary,1000-5000,Research Scientist II,Bachelors or Equivalent,4.0,87800.0,4390.0,Not Applicable/None,,,,,,,,,,,,,
2022-11-17 14:05:44.362000,"Houston,TX",Pharmaceutical (including “big pharma”),,Private,50-200,"QC, EM Technician ",Bachelors or Equivalent,1.0,49920.0,Not Applicable/None,Not Applicable/None,,,,,,,,,,,,,
2022-11-17 15:00:25.809000,Boston,Pharmaceutical (including “big pharma”),Sana Biotechnology ,Public,200-1000,Research associate,Associate’s Degree or Equivalent,0.0,68000.0,5440.0,Not Applicable/None,,,,,,,,,,,,,
2022-11-17 15:10:30.213000,Bay Area,Pharmaceutical (including “big pharma”),,Public,50-200,Associate Scientist,Bachelors or Equivalent,10.0,115000.0,14000.0,Not Applicable/None,5000.0,,,,,,,,,,,,
2022-11-17 15:23:53.372000,Boston,Pharmaceutical (including “big pharma”),Bristol Myers Squibb,Public,5000+,Senior Specialist,Bachelors or Equivalent,5.0,98500.0,7880.0,7500.0,10000.0,0.0,,,,,,,,,,,
2022-11-17 17:19:40.310000,san diego,Pharmaceutical (including “big pharma”),,Start-up,1-50,Scientist II,PhD or Equivalent,6.0,140000.0,0.15,Not Applicable/None,10000.0,,,,,,,,,,,,
2022-11-17 23:13:34.283000,"Boulder (remote, company in Bay) ",Pharmaceutical (including “big pharma”),,Start-up,1-50,Computational biologist ,PhD or Equivalent,1.0,125000.0,Not Applicable/None,Not Applicable/None,10000.0,,,,,,,,,,,,
2022-11-17 23:15:08.636000,"Boulder, CO",Pharmaceutical (including “big pharma”),,Public,200-1000,Scientist I ,PhD or Equivalent,0.0,93000.0,Not Applicable/None,some but company is not worth much,,,,,,,,,,,,,
2022-11-17 23:48:01.077000,Boston,Pharmaceutical (including “big pharma”),Flagship Pioneering,Start-up,1-50,Senior Scientist,PhD or Equivalent,6.0,150000.0,Not Applicable/None,Not Applicable/None,5000.0,,,,,,,,,,,,
2022-11-18 21:08:22.293000,Boston,Pharmaceutical (including “big pharma”),,Start-up,50-200,Sr. Scientist,PhD or Equivalent,0.0,157000.0,15700.0,Not Applicable/None,20000.0,,,,,,,,,,,,
2022-11-21 18:23:31.885000,Bay Area,Academia/Research,,Public,50-200,Scientist I,PhD or Equivalent,0.0,120000.0,12000.0,9500.0,10000.0,3000.0,,,,,,,,,,,
2022-11-22 12:01:52.567000,San Francisco,Academia/Research,,Start-up,1-50,Bioinformatics Scientist,PhD or Equivalent,0.0,154000.0,0.1,2500 shares,,,,,,,,,,,,,
2022-11-22 14:18:50.891000,Boston,Pharmaceutical (including “big pharma”),Broad Institute,Academia/College/Universities,1000-5000,Senior Research Scientist,PhD or Equivalent,5.0,130000.0,Not Applicable/None,Not Applicable/None,0.0,0.0,,,,,,,,,,,
2022-11-23 11:22:16.072000,"Madison, Wisconsin",Medical Devices,,Start-up,1-50,Clinical Trial Manager,Bachelors or Equivalent,3.0,61000.0,Not Applicable/None,Not Applicable/None,0.0,0.0,,,,,,,,,,,
2022-11-24 13:13:34.533000,Bay Area,Pharmaceutical (including “big pharma”),Recursion Pharmaceuticals,Public,200-1000,Scientist,PhD or Equivalent,10.0,120000.0,Not Applicable/None,25000.0,,5000.0,,,,,,,,,,,
2022-11-24 23:31:46.501000,San francisco,Pharmaceutical (including “big pharma”),,Start-up,1-50,sr. scientist,PhD or Equivalent,5.0,135000.0,13500.0,Not Applicable/None,,,,,,,,,,,,,
2022-11-26 12:34:10.123000,"Boulder, CO",Pharmaceutical (including “big pharma”),,Start-up,50-200,Senior Scientist II,PhD or Equivalent,7.0,145000.0,14500.0,Not Applicable/None,15000.0,,,,,,,,,,,,
2022-11-27 05:44:34.795000,Canada,Pharmaceutical (including “big pharma”),,Start-up,1-50,Senior Scientist ,PhD or Equivalent,6.0,100000.0,Not Applicable/None,Not Applicable/None,,,,,,,,,,,,,
2022-11-27 12:22:32.105000,Dc,Pharmaceutical (including “big pharma”),Fda,Government,5000+,Medical officer,M.D./PharmD/D.D.S. or Equivalent,5.0,157000.0,Not Applicable/None,Not Applicable/None,,,,,,,,,,,,,
2022-11-28 13:57:02.798000,Bay Area,Pharmaceutical (including “big pharma”),BioMarin Pharmaceutical ,Private,1000-5000,Research Associate 1,Bachelors or Equivalent,2.0,75550.0,12% ($9066),7000.0,2000.0,0.0,,,,,,,,,,,
2022-11-28 14:23:30.199000,Nyc metro,Biotech,,Public,200-1000,AD Clin Ops,PhD or Equivalent,20.0,180000.0,0.15,60000.0,,,,,,,,,,,,,
2022-11-28 14:47:05.893000,Oakland,Pharmaceutical (including “big pharma”),,Public,50-200,Senior Associate,Masters or Equivalent,5.0,113300.0,7500.0,150000.0,10000.0,,,,,,,,,,,,
2022-11-28 15:11:02.371000,New Jersey ,Pharmaceutical (including “big pharma”),,Public,5000+,Associate Principal Scientist,PhD or Equivalent,3.0,160000.0,21600.0,Not Applicable/None,30000.0,10000.0,,,,,,,,,,,
2022-11-28 15:29:12.965000,Worcester MA,Pharmaceutical (including “big pharma”),,Public,5000+,Supervisor,High School or Equivalent,14.0,117000.0,10000.0,Not Applicable/None,7000.0,,,,,,,,,,,,
2022-11-28 17:04:12.906000,Boston,Pharmaceutical (including “big pharma”),,Private,50-200,Principal associate scientist,Bachelors or Equivalent,5.0,104500.0,15000.0,Not Applicable/None,,,,,,,,,,,,,
2022-11-28 17:13:13.138000,Boston,Pharmaceutical (including “big pharma”),,Start-up,50-200,Research Associate,Bachelors or Equivalent,1.0,70000.0,7000.0,Not Applicable/None,,,,,,,,,,,,,
2022-11-28 18:28:31.283000,RTP,Pharmaceutical (including “big pharma”),,Public,5000+,Sr. Associate I ,Bachelors or Equivalent,10.0,93000.0,0.1,Not Applicable/None,,,,,,,,,,,,,
2022-11-28 20:08:21.176000,New Jersey ,Pharmaceutical (including “big pharma”),BMS,Public,5000+,Manager ,PhD or Equivalent,6.0,125.0,13.0,10.0,,,,,,,,,,,,,
2022-11-28 22:16:13.007000,Boston ,Pharmaceutical (including “big pharma”),,Private,50-200,Sr Scientist ,PhD or Equivalent,14.0,130000.0,0.11,Not Applicable/None,10000.0,,,,,,,,,,,,
2022-11-29 16:24:45.696000,Brazil,Pharmaceutical (including “big pharma”),Libbs,Private,1000-5000,Bioprocess Leader,Bachelors or Equivalent,6.0,24.0,2.0,Not Applicable/None,,,,,,,,,,,,,
2022-11-30 10:12:24.692000,"Cambridge, MA",Pharmaceutical (including “big pharma”),,Private,5000+,Operational Excellence Specalist,Bachelors or Equivalent,4.0,110000.0,11500.0,Not Applicable/None,,,,,,,,,,,,,
2022-11-30 15:21:29.815000,New York City,Pharmaceutical (including “big pharma”),Roivant Sciences,Public,200-1000,Senior Investigator,PhD or Equivalent,2.0,120000.0,12000.0,5000.0,,,,,,,,,,,,,
2022-12-02 14:43:53.152000,RTP,CDMO,,Subsidiary,1000-5000,Scientist I,PhD or Equivalent,0.0,95000.0,5000.0,10000.0,1000.0,,,,,,,,,,,,
2022-12-09 08:48:22.817000,Boston,Pharmaceutical (including “big pharma”),,Public,5000+,Scientist II,PhD or Equivalent,2.0,120000.0,18000.0,10000.0,10000.0,,,,,,,,,,,,
2022-12-11 05:24:45.320000,U.K,Pharmaceutical (including “big pharma”),,Public,5000+,Research scientist ,PhD or Equivalent,0.0,55000.0,0.12,Not Applicable/None,,,,,,,,,,,,,
2022-12-12 13:58:24.407000,Boston,Medical Devices,Philips Healthcare,Public,5000+,Chief Medical Officer ,M.D./PharmD/D.D.S. or Equivalent,15.0,350.0,150000.0,105000.0,0.0,0.0,,,,,,,,,,,
2022-12-13 19:14:47.636000,Bay Area,Pharmaceutical (including “big pharma”),,Public,50-200,Scientist 1,Masters or Equivalent,9.0,135000.0,13500.0,Not Applicable/None,,,,,,,,,,,,,
2022-12-15 17:46:46.765000,Philadelphia ,Pharmaceutical (including “big pharma”),,Public,5000+,Senior Associate Engineer,Bachelors or Equivalent,5.0,114000.0,10000.0,Not Applicable/None,10000.0,,,,,,,,,,,,
2022-12-17 11:28:31.432000,"San Diego, CA",Biotech,,Start-up,50-200,Research Associate I,Bachelors or Equivalent,2.0,80000.0,4000.0,Not Applicable/None,,,,,,,,,,,,,
2022-12-20 23:11:16.845000,Maryland,Pharmaceutical (including “big pharma”),,Public,1000-5000,Senior Engineer,PhD or Equivalent,6.0,125000.0,22500.0,2000.0,,,,,,,,,,,,,
2022-12-22 00:38:10.336000,Philadelphia,Pharmaceutical (including “big pharma”),,Public,200-1000,Automation scientist ,Bachelors or Equivalent,5.0,110000.0,0.1,3000.0,5000.0,,,,,,,,,,,,
2022-12-22 23:03:40.752000,Boston,Pharmaceutical (including “big pharma”),Alkermes,Public,1000-5000,Associate director,PhD or Equivalent,6.0,178000.0,36000.0,12000.0,,,,,,,,,,,,,
2022-12-27 05:07:27.137000,Bay Area,Pharmaceutical (including “big pharma”),,Start-up,50-200,Principal Scientist,PhD or Equivalent,0.0,180000.0,27000.0,27000.0,25000.0,,,,,,,,,,,,
2022-12-28 12:57:04.334000,Bay Area ,Academia/Research,,Start-up,50-200,Associate Scientist ,PhD or Equivalent,0.0,100000.0,10000.0,0.0,0.0,0.0,,,,,,,,,,,
2022-12-28 13:03:57.083000,Rehovot,Pharmaceutical (including “big pharma”),,Start-up,1-50,Sr. Scientist,PhD or Equivalent,0.0,71000.0,Not Applicable/None,Not Applicable/None,12000.0,0.0,,,,,,,,,,,
2022-12-28 16:23:40.879000,Denver,Pharmaceutical (including “big pharma”),,Start-up,1-50,Scientist I ,PhD or Equivalent,3.0,100000.0,Not Applicable/None,Not Applicable/None,,,,,,,,,,,,,
2022-12-28 18:36:13.536000,Bay Area,Pharmaceutical (including “big pharma”),,Private,5000+,Research scientist ,PhD or Equivalent,5.0,175000.0,0.15,25000.0,50000.0,,,,,,,,,,,,
2022-12-29 03:25:53.918000,Seattle Area,Medical Devices,,Start-up,50-200,Lab Tech,Bachelors or Equivalent,6.0,87000.0,Not Applicable/None,Not Applicable/None,,,,,,,,,,,,,
2022-12-29 11:02:35.223000,Boston,Agriculture/Food,,Private,50-200,Associate Director,PhD or Equivalent,8.0,162000.0,24300.0,Not Applicable/None,,,,,,,,,,,,,
2022-12-29 21:55:07.849000,Philadelphia,Pharmaceutical (including “big pharma”),,Start-up,1-50,Manufacturing specialist,Bachelors or Equivalent,1.0,67000.0,Not Applicable/None,Not Applicable/None,,,,,,,,,,,,,
2023-01-06 16:30:42.992000,"Cambridge, MA",Pharmaceutical (including “big pharma”),RNA Drug Company,Public,1000-5000,Scientist,PhD or Equivalent,1.0,120000.0,0.15,20000.0,15000.0,,,,,,,,,,,,
2023-01-14 19:47:03.845000,Boston,Pharmaceutical (including “big pharma”),,Public,1000-5000,Operations Engineer II,Bachelors or Equivalent,2.0,77000.0,Not Applicable/None,15000.0,,,,,,,,,,,,,
2023-01-18 03:56:28.039000,Dublin,Pharmaceutical (including “big pharma”),,Public,5000+,Process Engineer,Masters or Equivalent,4.0,68000.0,Not Applicable/None,Not Applicable/None,,,,,,,,,,,,,
2023-01-18 09:56:48.513000,Philadelphia ,Pharmaceutical (including “big pharma”),,Public,200-1000,Sr. Process Engineer ,PhD or Equivalent,9.0,13600.0,0.1,Not Applicable/None,0.0,0.0,,,,,,,,,,,
2023-01-18 18:30:08.458000,Boston,Pharmaceutical (including “big pharma”),,Public,5000+,Associate Director,PhD or Equivalent,5.0,170000.0,34000.0,25000.0,,,,,,,,,,,,,
2023-01-18 19:56:28.417000,Boston,Pharmaceutical (including “big pharma”),,Public,50-200,Clinical Trial Associate,Masters or Equivalent,5.0,103000.0,10300.0,5000.0,,,,,,,,,,,,,
2023-01-18 19:57:58.859000,San Diego,Medical Devices,,Public,1000-5000,Staff Program Manager,Bachelors or Equivalent,7.0,150000.0,22500.0,10000.0,,,,,,,,,,,,,
2023-01-18 20:52:14.787000,Philadelphia,Pharmaceutical (including “big pharma”),,Private,200-1000,Sr Scientist,PhD or Equivalent,8.0,110000.0,0.1,Not Applicable/None,,,,,,,,,,,,,
2023-01-19 08:48:10.131000,"USA, ALBANY",Pharmaceutical (including “big pharma”),Eurofins PSS,Public,5000+,Scientist II,Bachelors or Equivalent,6.0,56680.0,Not Applicable/None,Not Applicable/None,,250.0,,,,,,,,,,,
2023-01-19 10:15:54.533000,"Ames, IA NADC",Agriculture/Food,USDA-ARS,Government,5000+,Biological Sciences laboratory technician ,Masters or Equivalent,2.0,46000.0,Not Applicable/None,Not Applicable/None,,,,,,,,,,,,,
2023-01-19 11:31:19.568000,Boston,Academia/Research,,Start-up,1-50,Director,PhD or Equivalent,10.0,130000.0,45500.0,Not Applicable/None,0.0,8000.0,,,,,,,,,,,
