timestamp,what_country_do_you_work_in,where_is_the_closest_major_city_or_hub,where_are_you_located,biotech_sub_industry,company_or_institution_name,company_details_publicprivatestartup_subsidiary_of,company_detail_approximate_company_size,role_title_of_current_position,what_degrees_do_you_have,list_other_relevant_and_recognized_certifications,briefly_describe_your_position,years_of_experience,compensation_annual_base_salarypay,compensation_overtime_pay,compensation_annual_target_bonus,compensation_annual_equitystock_option,compensation_most_recent_annual_yearly_raise,compensation_sign_on_bonus_value,compensation_sign_on_stockequity_options,compensation_retirement_benefits,compensation_retirement_percent_match,compensation_healthcare_benefits,sign_on_relocation_assistance_total_value,company_review,work_life_balance_on_average_how_many_hours_do_you_work_per_week,survey_feedback
2024-02-13 19:40:23.490000,,,"Pharma Central (NY, NJ, PA)",Big Pharmaceuticals,Prefer not to say,Start-up,1000-5000,Quality Control Analyst,Bachelors or Equivalent,None,"Sample management - store, ship and retrieve samples from storage for testing",3.0,83200.0,1x,Not Applicable/None,Not Applicable/None,Have not been long enough to have an annual yearly raise,,,N/A (Contract position),,"American Worker Insurance (0$ Deductible), FSA ($1500) (~200/paycheck)",,,36 - 40,
2024-02-13 19:30:42.932000,,,West Coast (California & Pacific Northwest),Industrial Biotech,Prefer not to say,Public,1000-5000,Bioinformatician,PhD or Equivalent,None,Senior Scientist,10.0,145000.0,N/A (no overtime/salaried),15000.0,100000.0,Have not been long enough to have an annual yearly raise,,RSU,401K match 6%,,Healthcare benefits,,,46 - 50,
2024-02-13 19:24:30.705000,,,Canada,Big Pharmaceuticals,Prefer not to say,Public,5000+,lead,Masters or Equivalent,None,,4.0,116500.0,N/A (no overtime/salaried),23000.0,11000.0,4.0,,,0.075,,,,,Less than 30,
2024-02-13 14:00:30.550000,,,United Kingdom and Ireland,Academia/Research/Institution,Prefer not to say,Public,200-1000,"Associate Director, Clinical Pharmacology ",Bachelors or Equivalent,None,"Associate Dir of Clinical Pharmacology,  Clin Pharm lead for all development projects ",7.0,86300.0,N/A (no overtime/salaried),10000.0,50000.0,5.0,,,Matched pension up to 5%,,Benefit in kind private healthcare,8000.0,,36 - 40,
2024-02-13 01:10:21.313000,,,Canada,Big Pharmaceuticals,GSK,Public,5000+,Medical science liaison ,PhD or Equivalent,None,,2.0,120000.0,N/A (no overtime/salaried),15000.0,Not Applicable/None,Have not been long enough to have an annual yearly raise,,,Rrsp and pension match ,,,,,,
2024-02-13 01:09:19.008000,,,West Coast (California & Pacific Northwest),Industrial Biotech,Prefer not to say,Start-up,1-50,"Senior Research Associate, Strain Engineering",Bachelors or Equivalent,None,"Senior Research Associate, Strain Engineering - ",7.0,113000.0,N/A (no overtime/salaried),Not Applicable/None,Not Applicable/None,Have not been long enough to have an annual yearly raise,,,401k company contributes 4% (I don't have to match),,"Cigna HMO/HDHP, Kaiser PPO, Cigna Dental, HSA/FSA offered, commuter pre-tax contribution",,,41 - 45,
2024-02-12 23:01:48.730000,,,"New England (MA, CT, RI, NH, VT, ME)",Big Pharmaceuticals,Vertex,Public,1000-5000,Scientist,PhD or Equivalent,None,Scientist I - Biology,3.0,120000.0,N/A (no overtime/salaried),14440.0,40000/year,Have not been long enough to have an annual yearly raise,,RSU,4% 401k match,,,,,51 - 60,
2024-02-12 18:15:11.780000,,,West Coast (California & Pacific Northwest),Regulatory Affairs,Prefer not to say,Public,1000-5000,Senior Manager Medical Writing,Bachelors or Equivalent,None,medical writing supporting clinical and regulatory submission documents ,17.0,181000.0,N/A (no overtime/salaried),50000.0,80000.0,4.0,0.0,n/a,6% match,,,,,41 - 45,
2024-02-12 11:57:51.134000,,,"Pharma Central (NY, NJ, PA)",Big Pharmaceuticals,Prefer not to say,Public,5000+,Investigator,PhD or Equivalent,None,"Preclinical biology, ranging from new target identification to design and execution of IND-enabling biology studies; Investigator level more involved in strategic discussions and leading biology efforts",6.0,135000.0,N/A (no overtime/salaried),16200.0,Not Applicable/None,"can't recall exactly, but 2023 CoL adjustment was uncharacteristically high (>3%)",,,7% 401K company contribution + 4% 401K company match,,"Excellent medical, dental, and vision benefits.",,"Incredible people, but company systems and processes are difficult to navigate and ever-changing, making it difficult to complete tasks and push projects forward without having to side-step all the red tape.",46 - 50,
2024-02-11 19:51:17.468000,,,"New England (MA, CT, RI, NH, VT, ME)",Big Pharmaceuticals,Alnylam Pharmaceuticals,Public,1000-5000,Scientist I,PhD or Equivalent,None,,1.0,140000.0,N/A (no overtime/salaried),0.15,0.1,0.03,30000.0,30000.0,0.05,,,,,Less than 30,
2024-02-10 22:56:16.402000,,,West Coast (California & Pacific Northwest),Medical/Health Devices,Abbott,Public,5000+,Chemist III,Bachelors or Equivalent,None,Manufacturing chemist of assays to detect substances of abuse. Oversees 2 other chemists.,7.0,79000.0,N/A (no overtime/salaried),0.15,Not Applicable/None,0.03,,,401K match up to 4%,,,,"The site that I worked for was fairly young and overall had a casual ""small business"" feel",41 - 45,
2024-02-10 14:43:54.225000,,,"New England (MA, CT, RI, NH, VT, ME)",Industrial Biotech,Prefer not to say,Public,200-1000,Senior Research Associate,Bachelors or Equivalent,None,Sr. Research Associate - Formulation and characterization of LNP for platform research,5.0,89900.0,N/A (no overtime/salaried),6743.0,4500.0,0.038,0.0,1200 shares of stock options,50% of first 6% contributed to 401k.,,"BCBS PPO - $250 deductible In network, 0% coinsurance, employer covers 87.5% of premium costs
BCBS HDHP- $2000 deductible, employer contributes $1500 to HSA.
BCBS Dental- ~$4/month
VSP Vision - completely paid for by employer
Total health benefit costs - ~$100/month",,"I really enjoyed working at this company. Unfortunately, I was laid off in January, but I had great coworkers, a great manager that cared about my well-being and career growth, a great company mission, and fantastic benefits. I would give away the company if I'm specific about PTO, but it was one of the best I've ever seen offered by a company.",36 - 40,
2024-02-09 16:11:31.399000,,,West Coast (California & Pacific Northwest),Biotech Equipment,Prefer not to say,Start-up,1-50,Sr Systems Engineer,Bachelors or Equivalent,None,Software and Hardware Engineering,12.0,160000.0,N/A (no overtime/salaried),Not Applicable/None,25000.0,0.1,,,no match,,,,,36 - 40,"Survey needs to focus on location, role, and base compensation; it does a bad job at those three so any of the additional info collected is pretty meaningless."
2024-02-09 11:44:34.354000,,,"Carolinas & Southeast (From NC to AR, South FL and LA)",Plant construction,Prefer not to say,Private,5000+,Life Science Estimating Manager,Bachelors or Equivalent,None,I develop funding estimates for different pharmaceutical manufacturing facilities. ,10.0,202000.0,1x base,Not Applicable/None,Not Applicable/None,0.05,10000.0,N/a,401k match,,"Cheap insurance, $30 a pay check for a family of 5",,,41 - 45,
2024-02-08 14:32:05.121000,,,West Coast (California & Pacific Northwest),Animal Health,Prefer not to say,Start-up,1-50,Data Scientist,Masters or Equivalent,None,,1.0,135000.0,N/A (no overtime/salaried),Not Applicable/None,Not Applicable/None,Company/Institution does not have annual yearly raise,,,-,,,3000.0,,30 - 35,
2024-02-08 11:35:04.301000,,,"New England (MA, CT, RI, NH, VT, ME)",Big Pharmaceuticals,Prefer not to say,Public,5000+,Director,PhD or Equivalent,None,"Computational Chemistry, ML/AI",6.0,265000.0,N/A (no overtime/salaried),58300.0,100700.0,3.5,260000.0,0.0,6% automatic + upto 4% match for 401k,,,,,46 - 50,
2024-02-08 07:35:29.371000,,,"Pharma Central (NY, NJ, PA)",Big Pharmaceuticals,Prefer not to say,Public,5000+,Global Executive Director,PhD or Equivalent,None,,15.0,300000.0,N/A (no overtime/salaried),30.0,45.0,3.0,,,401K match 4%,,,,,46 - 50,
2024-02-08 00:00:04.693000,,,"DC Metro Area (DC, VA, MD, DE)",Contract Manufacturing Organization,Prefer not to say,Public,5000+,Associate Scientist ,Bachelors or Equivalent,None,,3.0,77000.0,N/A (no overtime/salaried),3850.0,Not Applicable/None,Have not been long enough to have an annual yearly raise,8000.0,,401k match first 4%,,,,,36 - 40,
2024-02-07 22:36:35.800000,,,West Coast (California & Pacific Northwest),Small biotech,Prefer not to say,Private,50-200,Specialist,PharmD or Equivalent,None,,2.0,100000.0,N/A (no overtime/salaried),10000.0,Not Applicable/None,3.0,0.0,Private company,4% on 401k,,"Company will pay $750 towards $4150 HSA 2024 limit. About $60 per month for health, $40 per month dental, $2 per month for vision. ",Not offered,,41 - 45,"Survey categories need to be improved, how is medical affairs not an option but regulatory is? Clinical dev as an option? Sales? "
2024-02-07 13:42:35.590000,,,"New England (MA, CT, RI, NH, VT, ME)",Biotech Equipment,PhenomeX,Public,200-1000,Scientist,Masters or Equivalent,None,,7.0,92000.0,N/A (no overtime/salaried),Not Applicable/None,Not Applicable/None,0.1,,,3% 401K match,,,,,41 - 45,
2024-02-07 08:13:02.681000,,,"New England (MA, CT, RI, NH, VT, ME)",Industrial Biotech,Flagship Co,Private,50-200,Associate Director,Masters or Equivalent,None,Purification Development,14.0,192000.0,N/A (no overtime/salaried),15% x corp. multiplier,Not Applicable/None,Have not been long enough to have an annual yearly raise,10000.0,35000.0,None,,FSP Plan (Good),,,51 - 60,
2024-02-06 11:50:06.576000,,,"Pharma Central (NY, NJ, PA)",Big Pharmaceuticals,Regeneron ,Public,5000+,Scientist ,Bachelors or Equivalent,None,Investigations scientist ,6.0,93000.0,N/A (no overtime/salaried),10000.0,Extremely variable ,3.5,0.0,60 options ,5% 401k match ,,,,3/5 ,36 - 40,
2024-02-06 10:53:08.354000,,,West Coast (California & Pacific Northwest),Contract Research Organization,Bioagilytix ,Private,1000-5000,Manager,Bachelors or Equivalent,None,I am a study director/PI for bioanalytical projects for a CRO. I manage four junior scientists.,6.0,139000.0,N/A (no overtime/salaried),Not Applicable/None,Not Applicable/None,3.0,,,401k with up to 5% matching,,High deductible plan with employer HSA contributions ,,,,
2024-02-05 23:24:53.257000,,,West Coast (California & Pacific Northwest),Dx and Tx,Prefer not to say,Public,50-200,Senior Manager,Bachelors or Equivalent,None,Sr manager running a Dx assay development group with 3 reports,15.0,175000.0,N/A (no overtime/salaried),25500.0,Not Applicable/None,3-7% ,,~50000 shares,Up to 5% 401k match,,"1k health/fitness stipend, free lunches and dinners, 3k education stipend, health insurance premiums paid for by company, and 10 free sessions with modern health (online therapy). ",,"Great company, great tech, good management, best benefits",41 - 45,Cool survey 
2024-02-05 21:32:26.828000,,,"DC Metro Area (DC, VA, MD, DE)",Contract Research Organization,Thermo Fisher Scientific,Public,200-1000,Assistant Scientist,"High School or Equivalent, Associate’s Degree or Equivalent, Bachelors or Equivalent",None,,1.0,42640.0,1.5x base,Not Applicable/None,Not Applicable/None,Have not been long enough to have an annual yearly raise,,,6% 401K match,,,,,36 - 40,
2024-02-05 20:26:43.545000,,,"Midwest (From OH to KS, North to ND)",Big Pharmaceuticals,Prefer not to say,Public,200-1000,Senior Manager,Bachelors or Equivalent,None,Analytical Development,14.0,162500.0,N/A (no overtime/salaried),25000.0,50000.0,0.05,0.0,100000.0,4% match,,"Max OOP $9000, premium $6k/yr",,,36 - 40,
2024-02-05 11:57:17.338000,,,"Pharma Central (NY, NJ, PA)",Big Pharmaceuticals,Prefer not to say,Public,5000+,Director ,PharmD or Equivalent,None,PV,20.0,250000.0,N/A (no overtime/salaried),57000.0,62000.0,9300.0,0.0,Sign on shares alreafy paid out to 1M+ after buyout,401k 6% match plus annual contribution from employer,,HDHP w/ HSA available ,0.0,Great so far,36 - 40,
2024-02-05 09:37:41.411000,,,"New England (MA, CT, RI, NH, VT, ME)",Big Pharmaceuticals,Prefer not to say,Public,200-1000,Principal Scientist ,PhD or Equivalent,None,"Principal Scientist, med chem. Lead a drug discovery project",11.0,205000.0,N/A (no overtime/salaried),25000.0,114000.0,5.0,50000.0,"Options + RSUs when starting, plus a retention bonus as the company was recently acquired ",3% 401k match,,Excellent coverage,,,36 - 40,
2024-02-04 22:44:30.348000,,,West Coast (California & Pacific Northwest),Contract Research Organization,Prefer not to say,Private,200-1000,QC Associate 1 Microbio,Bachelors or Equivalent,None,,1.0,77000.0,1.5 base,Not Applicable/None,Not Applicable/None,Have not been long enough to have an annual yearly raise,,,401k match 6%,,,,,36 - 40,
2024-02-04 16:23:08.270000,,,West Coast (California & Pacific Northwest),Food,Prefer not to say,Start-up,50-200,Senior Product Manager,Bachelors or Equivalent,None,,8.0,152250.0,N/A (no overtime/salaried),Not Applicable/None,12095.0,0.015,,,401k no match,,100% insurance premium paid for by employer,,,36 - 40,
2024-02-02 20:30:42.054000,,,West Coast (California & Pacific Northwest),Big Pharmaceuticals,Prefer not to say,Private,200-1000,Senior Regulatory Manager,Bachelors or Equivalent,CCRP,Senior Reg Manager handling global regulatory strategy,8.0,171000.0,N/A (no overtime/salaried),0.15,$40K,0.105,10000.0,RSUs and ISOs. Vesting period 4 years,5K 401K match. Health/wellness and phone stipend,,Company pays 99% of health premiums,,,36 - 40,
2024-02-02 17:57:50.491000,,,West Coast (California & Pacific Northwest),Big Pharmaceuticals,Prefer not to say,Public,5000+,QA Specialist II,Bachelors or Equivalent,None,"Individual contributor- lot disposition, quality systems",8.0,109000.0,N/A (no overtime/salaried),10000.0,15000.0,Have not been long enough to have an annual yearly raise,0.0,15000.0,100% match up to 15k,,"Kaiser, Anthem",,,36 - 40,
2024-02-02 14:20:11.095000,,,West Coast (California & Pacific Northwest),Big Pharmaceuticals,Ultragenyx,Private,1000-5000,"Research Associate II, Contract",Masters or Equivalent,None,"Research Associate II, Contract - Conduct in vivo pharmacological and toxicological studies on rodent models ",7.0,72000.0,1.5x,Not Applicable/None,Not Applicable/None,0.05,0.0,0.0,0.0,,The American Worker,0.0,,36 - 40,
2024-02-02 09:38:05.155000,,,"New England (MA, CT, RI, NH, VT, ME)",Industrial Biotech,Prefer not to say,Start-up,1-50,Associate Director ,PhD or Equivalent,None,Manage analytical development activities. 1x direct report.,8.0,170000.0,N/A (no overtime/salaried),25500.0,12500.0,Have not been long enough to have an annual yearly raise,,Options granted at sign-on with four year vesting and one year cliff.,401k with 1:1 matching up to 4%,,,,,46 - 50,
2024-02-02 09:31:14.472000,,,"New England (MA, CT, RI, NH, VT, ME)",Industrial Biotech,Prefer not to say,Start-up,1-50,Scientist II,"High School or Equivalent, Associate’s Degree or Equivalent, Bachelors or Equivalent, Masters or Equivalent",None,,8.0,150000.0,N/A (no overtime/salaried),15000.0,Not Applicable/None,Have not been long enough to have an annual yearly raise,5000.0,25000 options for pre-ipo company,None ,,Ppo ~$100/month,,,41 - 45,
2024-02-02 07:01:22.999000,,,"Pharma Central (NY, NJ, PA)",Big Pharmaceuticals,Pfizer,Public,5000+,Scientist,Bachelors or Equivalent,None,,3.0,96890.0,N/A (no overtime/salaried),7266.0,Not Applicable/None,0.04,5000.0,,4.5% match,,,,Lol terrible,36 - 40,
2024-02-02 01:41:43.345000,,,Canada,Biotech Equipment,STEMCELL,Private,1000-5000,Marketing,Masters or Equivalent,None,,1.0,62000.0,N/A (no overtime/salaried),Not Applicable/None,Not Applicable/None,Company/Institution does not have annual yearly raise,,,RRSP match,,"Standard benefits, effective immediately upon hiring",,"Company vision and culture overall positive, but marketing specifically not a great environment. Limited mobility and nepotism",Less than 30,
2024-02-02 00:26:12.052000,,,"South & Mountain West (TX to AZ, North to MT)",Chemical,Prefer not to say,Public,50-200,Research Associate,Bachelors or Equivalent,None,,3.0,82000.0,N/A (no overtime/salaried),8200.0,10000.0,Have not been long enough to have an annual yearly raise,,,4% 401k match,,"Full healthcare, anthem, free",,,36 - 40,
2024-02-01 22:23:07.083000,,,"Midwest (From OH to KS, North to ND)",Big Pharmaceuticals,Eli Lilly ,Public,5000+,Sr. Principal Associate,Masters or Equivalent,None,,10.0,128000.0,N/A (no overtime/salaried),19200.0,8000.0,5.0,,,"6% 401k match, has pension",,"$60 bi weekly for self medical, vision, dental. $800 HSA contribution. ",,,46 - 50,
2024-02-01 20:34:57.510000,,,"DC Metro Area (DC, VA, MD, DE)",Big Pharmaceuticals,Prefer not to say,Public,5000+,Director of insight ms and analytics,PhD or Equivalent,None,,10.0,190000.0,N/A (no overtime/salaried),38000.0,38000.0,Have not been long enough to have an annual yearly raise,45000.0,,6% 401k,,,,,,
2024-02-01 19:04:21.922000,,,West Coast (California & Pacific Northwest),Medical/Health Devices,Prefer not to say,Public,5000+,Scientist II,Masters or Equivalent,None,One level below new PhD grad,2.0,110000.0,N/A (no overtime/salaried),11000.0,Stock discount program,0.03,,,3% 401k match,,,,,36 - 40,
2024-02-01 08:55:34.994000,,,United Kingdom and Ireland,Academia/Research/Institution,Prefer not to say,Academia/College/Universities,200-1000,Group Leader,Masters or Equivalent,None,,23.0,85000.0,N/A (no overtime/salaried),Not Applicable/None,Not Applicable/None,5.0,,,"pension match +2%, up to 12%",,,,,36 - 40,
2024-01-31 22:22:24.168000,,,"New England (MA, CT, RI, NH, VT, ME)",Big Pharmaceuticals,GSK,Public,5000+,Expert Scientist,Bachelors or Equivalent,None,,8.0,134640.0,N/A (no overtime/salaried),16156.8,Not Applicable/None,Have not been long enough to have an annual yearly raise,,,"7% GSK Core Contribution regardless of whether you choose to contribute to the 401(k) plus an additional match of up to 4%. Total GSK contribution up to 11%, dollar-for-dollar.",,,,,41 - 45,
2024-01-31 13:55:24.347000,,,"New England (MA, CT, RI, NH, VT, ME)",Academia/Research/Institution,Prefer not to say,Private,50-200,Senior Scientist ,PhD or Equivalent,None,,10.0,160000.0,N/A (no overtime/salaried),20000.0,Not Applicable/None,3.0,10000.0,,4% 401k match ,,,,,41 - 45,
2024-01-31 01:46:22.617000,,,Belgium,Big Pharmaceuticals,Pfizer,Public,5000+,Government Affairs Manager,Masters or Equivalent,None,,4.0,75000.0,N/A (no overtime/salaried),3000.0,Not Applicable/None,Have not been long enough to have an annual yearly raise,,,Top-up plan to existing Belgian social security + retirement funding,,,,,36 - 40,
2024-01-30 20:12:09.678000,,,"New England (MA, CT, RI, NH, VT, ME)",Contract Research Organization,Prefer not to say,Private,1-50,Associate Scientist II,Bachelors or Equivalent,None,,3.0,80000.0,N/A (no overtime/salaried),Not Applicable/None,Not Applicable/None,4.0,,,"3% match, 4% profit sharing",,,,,51 - 60,
2024-01-30 19:05:06.321000,,,West Coast (California & Pacific Northwest),Academia/Research/Institution,UCSF,Academia/College/Universities,5000+,Researcher,PhD or Equivalent,None,"Principal Scientist equivalent - manage 1.5 technicians, half bench half management. Biomarker/drug target",5.0,140000.0,N/A (no overtime/salaried),Not Applicable/None,Not Applicable/None,5.0,0.0,0.0,8% 401k match,,250/month healthcare premium,0.0,,30 - 35,
2024-01-30 13:09:04.251000,,,West Coast (California & Pacific Northwest),Industrial Biotech,Prefer not to say,Public,200-1000,Research Associate,Bachelors or Equivalent,None,,4.0,80000.0,N/A (no overtime/salaried),1500.0,2000.0,10.0,0.0,RSU,401k match $4000,,Anthem,,,,
2024-01-30 13:02:51.475000,,,West Coast (California & Pacific Northwest),Biotech Equipment,Prefer not to say,Public,200-1000,Associate engineer ll,Bachelors or Equivalent,None,,3.0,93500.0,N/A (no overtime/salaried),13000.0,Not Applicable/None,5.0,,Grants over 4 years 5k stock options at a strike price when first started ,6% match ,,128 a month for me my wife and son ppo,,,30 - 35,
2024-01-30 12:02:49.159000,,,West Coast (California & Pacific Northwest),Big Pharmaceuticals,Prefer not to say,Private,50-200,Research Associate II,Bachelors or Equivalent,None,Upstream PD,2.0,100000.0,N/A (no overtime/salaried),8000.0,Not Applicable/None,Have not been long enough to have an annual yearly raise,,,No match,,,,,36 - 40,
2024-01-30 11:06:04.282000,,,"New England (MA, CT, RI, NH, VT, ME)",Big Pharmaceuticals,Takeda,Public,5000+,Associate Director Medical Communications,PhD or Equivalent,None,Own medical communications strategy and operations for multiple products in given therapeutic area,8.0,185000.0,N/A (no overtime/salaried),40000.0,40000.0,Have not been long enough to have an annual yearly raise,21000.0,0.21,401 Match 4%,,"Medical, Dental, Vision, HSA, Life and Disability, Accident ",,"It's a big machine, people are ok to poor colleagues. I have to document everything for my own safety with leadership. No free food (unlike previous companies). Office outside of Boston feels like I'm in Office Space",36 - 40,
2024-01-30 09:21:52.998000,,,"New England (MA, CT, RI, NH, VT, ME)",Big Pharmaceuticals,Prefer not to say,Start-up,1-50,Scientist,"High School or Equivalent, Bachelors or Equivalent, PhD or Equivalent",None,,4.0,135000.0,N/A (no overtime/salaried),Not Applicable/None,Not Applicable/None,Have not been long enough to have an annual yearly raise,0.0,".15% equity, vesting over 4 years","100% match first 3%, 50% match next 2%",,"No deductible, $6k family oop max, preloaded HRA card with $4500",,"10/10, fantastic",30 - 35,
2024-01-30 08:31:03.856000,,,Switzerland,Big Pharmaceuticals,Prefer not to say,Public,5000+,Director,Masters or Equivalent,None,,12.0,210000.0,N/A (no overtime/salaried),45000.0,45000.0,2.0,,,pension,,,,,36 - 40,
2024-01-29 22:56:01.460000,,,West Coast (California & Pacific Northwest),Big Pharmaceuticals,Prefer not to say,Private,5000+,QC Specialist,Bachelors or Equivalent,None,Stability,6.0,108000.0,N/A (no overtime/salaried),0.12,Not Applicable/None,0.05,,,401k match 10%,,,,,41 - 45,
2024-01-29 12:16:37.972000,,,"DC Metro Area (DC, VA, MD, DE)",Industrial Biotech,Prefer not to say,Private,1000-5000,QC Analyst II,Bachelors or Equivalent,None,,2.0,62000.0,1.5x base,Not Applicable/None,Not Applicable/None,Have not been long enough to have an annual yearly raise,,,401k 50% match up to 6% salary,,,,,36 - 40,
2024-01-29 12:06:11.443000,,,"New England (MA, CT, RI, NH, VT, ME)",Regulatory Affairs,Prefer not to say,Public,1000-5000,Regulatory strategy post-doc,PhD or Equivalent,None,1-year post doctoral fellowship in global regulatory affairs supporting company NDA and IND submission ,0.0,115000.0,N/A (no overtime/salaried),Not Applicable/None,Not Applicable/None,Company/Institution does not have annual yearly raise,0.0,0.0,None,,$500 HSA,,Great time off and benefits. Clear path from fellowship to full time employment ,36 - 40,
2024-01-28 21:34:29.688000,,,"Midwest (From OH to KS, North to ND)",Contract Manufacturing Organization,Thermo Fisher Scientific,Public,5000+,Lead QA Technician,Bachelors or Equivalent,"ASQ CSSGB, CQA",,5.0,80000.0,1.5,2500.0,Not Applicable/None,3.0,,,401k match,,,,,41 - 45,
2024-01-28 21:03:36.397000,,,"New England (MA, CT, RI, NH, VT, ME)",Big Pharmaceuticals,Prefer not to say,Private,50-200,Associate Scientist I,Bachelors or Equivalent,None,"Hit discovery, HTS",1.0,66300.0,N/A (no overtime/salaried),0.05,Not Applicable/None,0.02,5000.0,Option to purchase shares,"Match 4% of traditional 401k, offers Roth 401k",,HSA offered with high deductible plan. Company contributes 50% of deductible. Premiums around $40 monthly for medical/dental/vision for one person.,,,30 - 35,
2024-01-28 19:16:48.363000,,,West Coast (California & Pacific Northwest),Contract Research Organization,Prefer not to say,Public,5000+,Sr Scientist,Masters or Equivalent,None,,10.0,103000.0,N/A (no overtime/salaried),8000.0,Not Applicable/None,Have not been long enough to have an annual yearly raise,,,401k match,,,,A+,36 - 40,
2024-01-28 16:05:00.316000,,,"New England (MA, CT, RI, NH, VT, ME)",Contract Manufacturing Organization,Prefer not to say,Private,50-200,Manufacturing Associate,Bachelors or Equivalent,None,,1.0,58000.0,N/A (no overtime/salaried),Not Applicable/None,Not Applicable/None,Have not been long enough to have an annual yearly raise,,,3% 401k match,,,,,41 - 45,
2024-01-28 02:07:12.601000,,,West Coast (California & Pacific Northwest),Biotech Equipment,Prefer not to say,Public,5000+,Application Development Scientist,PhD or Equivalent,None,Application Scientist - LC/MS ,6.0,190000.0,N/A (no overtime/salaried),0.1,Not Applicable/None,Have not been long enough to have an annual yearly raise,15000.0,,"6% 401k match, 15% discount on ESPP purchase twice per year",,,,,36 - 40,
2024-01-27 23:02:59.264000,,,"New England (MA, CT, RI, NH, VT, ME)",Industrial Biotech,Prefer not to say,Start-up,50-200,Senior Manager Quality Systems,Bachelors or Equivalent,ASQ CQA,,9.0,150000.0,N/A (no overtime/salaried),15.0,Not Applicable/None,Have not been long enough to have an annual yearly raise,10000.0,"30,000 Stock Options (Private)",401K - 1% match,,,,,46 - 50,
2024-01-27 15:40:57.138000,,,West Coast (California & Pacific Northwest),Startup,Prefer not to say,Start-up,1-50,Associate Director,PhD or Equivalent,None,,10.0,180000.0,N/A (no overtime/salaried),18000.0,Not Applicable/None,3.0,,,401k match 3%,,,,,41 - 45,
2024-01-27 06:05:43.587000,,,"New England (MA, CT, RI, NH, VT, ME)",Big Pharmaceuticals,Prefer not to say,Public,1000-5000,Senior Scientist,Masters or Equivalent,None,,10.0,140000.0,N/A (no overtime/salaried),14000.0,Not Applicable/None,2.0,,,5.0,,,,,,
2024-01-26 21:02:13.406000,,,West Coast (California & Pacific Northwest),Big Pharmaceuticals,Prefer not to say,Subsidiary,200-1000,Scientist II,PhD or Equivalent,None,,4.0,145000.0,N/A (no overtime/salaried),20000.0,25000.0,4.0,,,5% 401k match,,HSA plan and generous contribution ,,,,
2024-01-26 20:59:47.026000,,,Australia,Big Pharmaceuticals,Pfizer,Public,5000+,Quality Associate,"Bachelors or Equivalent, Masters or Equivalent",None,,1.0,75000.0,2x base,5000.0,Not Applicable/None,0.04,,,0.11,,,,,36 - 40,
2024-01-26 19:31:16.524000,,,West Coast (California & Pacific Northwest),Life Sciences Software,Benchling,Start-up,200-1000,Senior Product Manager,PhD or Equivalent,None,Senior Product Manager,6.0,205000.0,N/A (no overtime/salaried),20000.0,75000.0,0.03,30000.0,300000.0,401k Match,,"free health, gym membership, HSA contribution",0.0,,51 - 60,
2024-01-26 19:29:43.520000,,,West Coast (California & Pacific Northwest),Diagnostics,Prefer not to say,Public,1000-5000,Senior computational scientist,PhD or Equivalent,None,Bioinformatics dev in r&d,6.0,180500.0,N/A (no overtime/salaried),12000.0,6000.0,Company/Institution does not have annual yearly raise,,,100% March to 8%,,,,,36 - 40,
2024-01-25 22:30:35.480000,,,West Coast (California & Pacific Northwest),Contract Manufacturing Organization,AGC Biologics,Private,1000-5000,Manufacturing Associate III,Bachelors or Equivalent,None,Upstream Manufacturing,3.0,89000.0,1.5x base,2500.0,Not Applicable/None,0.03,3000.0,None,401K 6% match ,,,None,3.5,36 - 40,
2024-01-25 21:11:26.465000,,,"Pharma Central (NY, NJ, PA)",Medical/Health Devices,Siemens Healthineers,Public,5000+,Biochemist II,PhD or Equivalent,None,,2.0,103900.0,N/A (no overtime/salaried),4500.0,Not Applicable/None,4.5,5000.0,,401K match 6%,,,,,30 - 35,
2024-01-25 20:09:34.562000,,,Canada,Contract Research Organization,Prefer not to say,Private,1-50,Sr. Scientist,PhD or Equivalent,None,"Sr. Scientist - Carry out client-based projects on early and late-phase drug candidates (e.g. polymorph/salt screening, crystallization developments). Mentor 2 junior scientists",5.0,91000.0,N/A (no overtime/salaried),8000.0,Not Applicable/None,6 %,,,RRSP match up to $250 per month.,,Full cost of health insurance (Blue Cross) covered by employee,1500.0,"I would say 3/5. The works is fantastic and we really are making a difference. However, management is out of touch with what the lab scientists do. There is always a ""don't blame me, you're the scientist"" mentality despite the scientists continuously having to justify why we do anything and take suggestions (with or without logic) and do them.",36 - 40,
2024-01-25 14:23:55.856000,,,Sweden,Industrial Biotech,Cytiva,Private,5000+,Senior Research Engineer,Masters or Equivalent,None,"Senior Research Engineer - plan, perform and execute laboratory experiments to either promote current products or develop new products.",7.0,53600.0,"1.5x base weekdays, 2x weekends and late evenings (after 20.00)",5% of annual salary,Not Applicable/None,0.032,,,According to swedish ITP 1 plan.,,According to swedish labour law. Site has on-site gym and sports centre. Extensive sports and lesuire activity associations.,,"Good campny with good benefits, competitive swedish salaries, flex time, ca 55 hours of yearly shortening of work time, paid leave for holiday ""in-between"" days, 25 days vacation. ",36 - 40,Nice survey! Maybe clarify currency for salary
