Timestamp,Email Address,Which country do you work in?,What City do you work in?,Which US state do you work in?,Which Canadian Province do you work in?,Company or Institution Name,Which of the following best describes your company?,Biotech sub industry?,Company Detail - Approximate Company Size,Provide a review and rate your company/institution and experience,"Work Life Balance - On average, how many hours do you work per week","What is your official job title?

This should match the title that was present on your offer letter. 

Some examples: Research Associate, Scientist, Scientist I/II/III, Senior Scientist, Principal Scientist, Manager, Lab Technician, VP, Director etc.

If your job title includes additional detail, please include e.g. Director of Bioinformatics","Which department best describes your role? If you can't find one that fits your specific role, select 'Other' and describe
",Briefly describe your position and responsibilities,"Do you work In-Person, Remote, or Hybrid?",How many days on average per week do you work from home?,What degrees do you have?,"How many total years of experience in post-docs do you have? (If none, enter 0)","List other relevant and recognized certifications
","Please enter your total years of experience in the field

DO NOT INCLUDE years in BSc, Masters, PhD, or post-bacc/post-doc",What currency will you be answering these questions in?,Are you a salaried or hourly employee,"If you are an hourly employee, how many hours per week do you work?","Annual Base Salary 

What is your annual BASE salary? Do not include bonus or stocks

If you are paid hourly, multiply by 2080 to convert to yearly (assuming you work 40hr/week)","Overtime Pay

How is overtime handled on a per hour basis? (1.5x base, 2x base, etc)","Annual Target Bonus in PERCENTAGE (%)

This should be stipulated prior to your employment. DO NOT include one-time bonuses (spot bonuses, signing bonuses, referral bonuses).","Commission

If you are compensated with commission how much is your commission? (Please indicate if answering in percentage or absolute monetary value)","Annual Equity/Stock Option

Please enter the grant/market value of your long-term incentive. Use the annualized amount if distributed over several years. Enter 0 if none or not applicable. 

DO NOT include equity when signing on or one-time equity bonuses","Most recent annual yearly raise (%)

Companies typically do yearly raises across the board for all employees. This is not to be confused with promotions or raises that were requested.
","[Sign on] Bonus Value
This is a one-time bonus you may have received when signing-on. This is not a bonus that reoccurs","[Sign on] Stock/Equity Options
Briefly describe sign on stock/equity options that is available","[Sign on] Relocation Assistance Total Value

This is the total value of the relocation assistance including but not limited to tax-true ups company may have paid, movers expenses, shipping of vehicles, temporary living, etc.","Retirement Benefits (free text)
Briefly describe retirement benefits. For example 401k match %, pension, etc","Healthcare Benefits (free text)
Describe healthcare benefits - costs, deductibles, outfamily plan, insurance provider, total out of pocket, HSA contributions, etc","Select the highest level of education that you have that's relevant to your occupation. If you have multiple (e.g. PhD + MD) please select ""Other"" and describe",How many years have you been working at this current position?,What currency will you be answering these quesitons in?,Survey feedback,"Any other type of annual bonus? Please describe.

 DO NOT include one-time bonuses (spot bonuses, signing bonuses, referral bonuses).
","How much of your bonus did you receive in the last cycle?

e.g. maybe your target bonus was 10%, but you actually got 8% this year. So here you would write ""8%""
"
1/16/2025 11:21:12,,United States,,California,,Prefer not to say,Private,Biotech Equipment,50-200,,30 - 35,Territory Account Manager,Sales,Outside sales ,Remote,3,,0,,11,,Salaried,Not applicable,144000,N/A (no overtime/am salaried),,60%,52000,5%,,,,401k 4% match,90% covered by company ,Bachelors,3,USD - US dollar,,,
1/16/2025 11:20:41,,United States,,North Carolina,,Prefer not to say,Private,Contract Research Organization,1-50,,30 - 35,Scientist I,Research,,In-Person,1,,0,,4,,Salaried,Not applicable,90000,N/A (no overtime/am salaried),10,No commission,0,Have not been long enough to have an annual yearly raise,0,2000 Common Stock,0,5% match,Full Benefits,Masters,1,USD - US dollar,,,
1/16/2025 10:42:23,,United States,,New Jersey,,Prefer not to say,Public,Pharmaceutical (including “big pharma”),5000+,"6/10. good team, work environment. Poor c-suite decisions/leadership",41 - 45,Manager,HEOR,Global HEOR,Hybrid,2.5,,0,,3,,Salaried,Not applicable,125000,N/A (no overtime/am salaried),12,No commission,0,Have not been long enough to have an annual yearly raise,5000,,0,401k match 6%,HSA contributions,Masters,0.5,USD - US dollar,,,
1/16/2025 10:36:15,,United States,,California,,Prefer not to say,Public,Pharmaceutical (including “big pharma”),1000-5000,,41 - 45,Scientist,Research,Medicinal chemist,In-Person,0,,3,,0,,Salaried,Not applicable,122000,N/A (no overtime/am salaried),20,No commission,12000,Have not been long enough to have an annual yearly raise,7500,,,6% 401k match,,PhD,0,USD - US dollar,,,
1/16/2025 10:22:45,,United States,,California,,Prefer not to say,Public,Medical/Health Devices,5000+,,36 - 40,Marketing Manager ,Marketing ,,Hybrid,3,,0,,0,,Salaried,Not applicable,136000,N/A (no overtime/am salaried),3,No commission,0,3,,,,,,Masters,1.5,USD - US dollar,Add marketing as function ,,
1/16/2025 9:22:53,,United States,,Massachusetts,,Colossal biosciences ,Private,Cell and Gene Therapy,50-200,"It has been a rollercoaster. I find most people got hired on at a lower title than appropriate, which might reflect the market, but the pay is high for the respective position. Overall, the company is a good place to work at now that they've unofficially let go of a toxic member of leadership (Eriona Hysolli). ",36 - 40,Associate director,Research,,In-Person,0,,5,,1,,Salaried,Not applicable,180000,N/A (no overtime/am salaried),,No commission,0,5%,,,,,"Employer pays health, dental, vision ",PhD,1.5,USD - US dollar,,,
1/16/2025 8:42:08,,United States,,Missouri,,Prefer not to say,Public,Contract Manufacturing Organization,5000+,,36 - 40,Process Engineer II,Manufacturing,Support and troubleshoot manufacturing process of biologics from startup to commercialization ,In-Person,1,,0,,0,,Salaried,Not applicable,80000,N/A (no overtime/am salaried),6,No commission,0,Have not been long enough to have an annual yearly raise,0,5% discount ESPP,0,"6% match 401k after one year, 100% vests after two years of service ",UnitedHealth insurance,PhD,0.25,USD - US dollar,,,
1/16/2025 8:12:52,,United States,,Massachusetts,,Prefer not to say,Private,Pharmaceutical (including “big pharma”),50-200,,36 - 40,Associate Scientist,Research,Screening,Hybrid,2,,0,,3,,Salaried,Not applicable,98336,N/A (no overtime/am salaried),10,No commission,3000,3,,,,50% match up to 6% (3% match),Blue Cross Blue Shield,Masters,2,USD - US dollar,,,10
1/16/2025 8:10:23,,United States,,Massachusetts,,Prefer not to say,Private,Cell and Gene Therapy,1-50,,41 - 45,Senior Associate Scientist II,Analytical Development,"Assay development, internal qualification, platform improvements, tech transfer, SME",In-Person,0,,0,,5,,Salaried,Not applicable,117500,N/A (no overtime/am salaried),10,No commission,0,3%,5000,,,,,Bachelors,3,USD - US dollar,,,8%
1/16/2025 7:46:17,,United States,,Massachusetts,,Prefer not to say,Public,Pharmaceutical (including “big pharma”),1-50,,36 - 40,Principal Associate Scientist,Research,Antibody engineering and discovery,In-Person,0,,0,,7,,Salaried,Not applicable,105000,N/A (no overtime/am salaried),10,No commission,10000,5,,,,,,Masters,7,USD - US dollar,,,10
1/16/2025 6:35:14,,United States,,Maryland,,Prefer not to say,Private,Diagnostics,200-1000,It’s fine,30 - 35,Project Manager II,Operations,help facilitate moving products through a phase gated process from R&D to launch.,Hybrid,2,,0,"PMP, PE, RAPS, etc, Scrum master",10,,Salaried,Not applicable,125000,N/A (no overtime/am salaried),7,No commission,0,3,,,,3% 401k match,"PPO, FSA",Masters,4,USD - US dollar,,,
1/16/2025 6:11:41,,United States,,North Carolina,,Prefer not to say,Private,Pharmaceutical (including “big pharma”),5000+,,41 - 45,Data Integrity Manager,Quality,,Hybrid,2,,0,,13,,Salaried,Not applicable,115000,N/A (no overtime/am salaried),15,No commission,8000,Company/Institution does not have annual yearly raise,,,,,,Bachelors,1,USD - US dollar,,,15
1/16/2025 5:59:27,,United Kingdom,Remote,,,Prefer not to say,Private,Pharmaceutical (including “big pharma”),5000+,,41 - 45,Senior Director ,Medical Affairs,,Remote,5,,0,,15,,Salaried,Not applicable,160000,N/A (no overtime/am salaried),25,No commission,30000,5,,,,,,PhD,1,GBP - sterling,,,
1/16/2025 4:35:21,,United States,,California,,Prefer not to say,Private,Industrial Biotech,1-50,Startup that has seen several rounds of growth and contraction ,41 - 45,Senior Scientist,Research,,In-Person,0,,0,,14,,Salaried,Not applicable,152000,N/A (no overtime/am salaried),0,No commission,0,Company/Institution does not have annual yearly raise,,Received founders stock,,,Free for employees,Masters,6,USD - US dollar,,,
1/16/2025 0:21:31,,Canada,,,Quebec,Prefer not to say,Private,Industrial Biotech,1000-5000,Not pleasant,36 - 40,Lab technician ,Quality,QC,In-Person,5,,0,,0,,Hourly,38,38000,1.5,,No commission,0,Have not been long enough to have an annual yearly raise,,,,0,Dental,Bachelors,1,CAD - Canadian dollar,,,
1/16/2025 0:03:52,,United States,,Massachusetts,,Prefer not to say,Private,Cell and Gene Therapy,50-200,,46 - 50,supply chain manager,supply chain,inventory management and logistics ,Remote,5,,0,,10,,Salaried,Not applicable,135000,N/A (no overtime/am salaried),15,No commission,0,3,10000,"20,000 sign on",20000,401k match,"PPO plan for two people = $80/mo BCBS MA, company gives $4000 a year for HSA which the deductible max OOP. so basically free ",Bachelors,2,USD - US dollar,,,15
1/16/2025 0:00:49,,United States,,Washington,,Prefer not to say,Private,Cell and Gene Therapy,50-200,,36 - 40,Scientist II,Research,,In-Person,0,,0,,3,,Salaried,Not applicable,134600,N/A (no overtime/am salaried),12,No commission,0,3.5,,,,NO 401k match,,PhD,2,USD - US dollar,,,7.20%
1/15/2025 23:53:51,,United States,,Michigan,,Prefer not to say,Public,Industrial Biotech,1000-5000,,41 - 45,Quality Control Manager,Quality,,In-Person,0,,0,,15,,Salaried,Not applicable,120000,N/A (no overtime/am salaried),,No commission,0,Company/Institution does not have annual yearly raise,,,,,,Bachelors,10,USD - US dollar,,,
1/15/2025 23:47:38,,United States,,Pennsylvania,,Johnson & Johnson,Public,Pharmaceutical (including “big pharma”),5000+,"Good company, lots of work, RTO could be better ",30 - 35,Associate Director Program Management Hematology ,Medical Affairs,Chief of staff to therapeutic area lead,Hybrid,2.5,,0,,6,,Salaried,Not applicable,189000,N/A (no overtime/am salaried),20,No commission,40000,3.50%,,,,75% 401k match on 6% contribution + 15% of base salary and cash bonus towards pension.,"600 premium for 1 person, $500 contribution towards HSA, $500 reimbursement for exercise expenses ",PharmD + Masters in Clinical Research + MBA,2,USD - US dollar,,,26
1/15/2025 22:58:50,,United States,,California,,Prefer not to say,Private,Pharmaceutical (including “big pharma”),1-50,,30 - 35,Senior Accounting Manager,Administration,,Hybrid,3,,0,,12,,Salaried,Not applicable,166000,N/A (no overtime/am salaried),14,No commission,15000,4%,,24000 options / 30mm pool,,No 401k match,No HSA,Bachelors,1,USD - US dollar,,,
1/15/2025 22:56:32,,United States,,Massachusetts,,Prefer not to say,Public,Cell and Gene Therapy,1000-5000,,51 - 60,Principal Research Associate,Research,Cell culture engineering research,In-Person,0,,0,,4,,Salaried,Not applicable,105000,N/A (no overtime/am salaried),10,No commission,8000,3.5,,,,"401k, health + dental, fitness center",,Masters,4,USD - US dollar,,,10
1/15/2025 22:37:38,,United States,,New Jersey,,Prefer not to say,Public,Pharmaceutical (including “big pharma”),5000+,,36 - 40,"Director, PV",PV,,Remote,5,,0,,20,,Salaried,Not applicable,260000,N/A (no overtime/am salaried),25,No commission,65000,4,,,,401k 100% match up to 6% plus additional 5% company contribution,HSA contribution from company,PharmD,1,USD - US dollar,,LTI,25%
1/15/2025 22:19:21,,United States,,New Jersey,,Bristol Myers Squibb,Public,Pharmaceutical (including “big pharma”),5000+,,36 - 40,Data Specialist,Information Technologies,,Hybrid,2,,0,,3,,Salaried,Not applicable,90000,N/A (no overtime/am salaried),8,No commission,0,3,0,0,0,6,350,Masters,1.5,USD - US dollar,,,8
1/15/2025 22:11:36,,United States,,California,,Prefer not to say,Private,Pharmaceutical (including “big pharma”),1-50,,41 - 45,Scientist II,Research,,In-Person,0,,0,,3,,Salaried,Not applicable,150000,N/A (no overtime/am salaried),10,No commission,0,3.5,,,10000,,,PhD,1,USD - US dollar,,,10
1/15/2025 22:02:07,,United States,,California,,Prefer not to say,Public,Diagnostics,200-1000,,36 - 40,Associate Director,Data Science / Bioinformatics,,Hybrid,3,,0,,10,,Salaried,Not applicable,245000,N/A (no overtime/am salaried),17,No commission,40000,2%,,,,,,PhD,2,USD - US dollar,,,15%
1/15/2025 21:33:10,,United States,,New Jersey,,Prefer not to say,Private,Pharmaceutical (including “big pharma”),5000+,,36 - 40,Associate Scientist,Analytical Development,Assay Development,Hybrid,1,,0,,2,,Salaried,Not applicable,88800,N/A (no overtime/am salaried),8,No commission,0,Have not been long enough to have an annual yearly raise,,,10000,401k,,Bachelors,0.5,USD - US dollar,,3,8
1/15/2025 21:21:39,,United States,,Tennessee,,Prefer not to say,Public,Medical/Health Devices,5000+,"10/10, incredibly supportive, friendly and social work culture. Everyone is happy to work here. Many employees have made entire careers with just this company. They want to retain talent and foster employee growth within the company. So they offer generous benefits and pay. However, this is not to be taken for granted. You will be expected to work hard, likely harder than other places, but you will feel supported, valued, and be rewarded.",36 - 40,EP Mapping Specialist,Clinical sales,,Hybrid,3,,0,,0,,Salaried,Not applicable,85000,N/A (no overtime/am salaried),75,No commission,0,Have not been long enough to have an annual yearly raise,0,15% discounted stock option,7500,6,"Health, dental, vision, pet, HSA/FSA",Masters,1,USD - US dollar,,Monthly performance bonus,
1/15/2025 21:03:19,,United States,,Idaho,,Prefer not to say,Private,Cell and Gene Therapy,1-50,,41 - 45,"Senior Scientist, R&D",Research,,Hybrid,2,,0,,4,,Salaried,Not applicable,105000,N/A (no overtime/am salaried),9,No commission,333,Company/Institution does not have annual yearly raise,0,0,0,5% 401k match,,Masters,1,USD - US dollar,,,0
1/15/2025 20:57:46,,United States,,California,,Artiva Biotherapeutics,Public,Cell and Gene Therapy,50-200,10/10,30 - 35,Senior Process Development Associate,Process Development,Develop and optimize processing of drug product from starting material,Hybrid,2,,0,,9,,Salaried,Not applicable,108500,N/A (no overtime/am salaried),10,No commission,0,2.5,8000,5000 options,0,401k offered but no matching,Healthcare premiums are fully covered by the company,Bachelors,2,USD - US dollar,,,8
1/15/2025 20:54:03,,United States,,California,,Prefer not to say,Public,Diagnostics,5000+,"Culture is super supportive, lots of perks",36 - 40,Scientist I,Research,,In-Person,0,,0,,1,,Salaried,Not applicable,90000,N/A (no overtime/am salaried),5,No commission,0,Have not been long enough to have an annual yearly raise,,,,5% 401K contribution,"Health + Dental + Eye Insurance, pay ~ 10% of the full cost, HSA eligible, other things like life insurance, disability, etc.",Bachelors,1,USD - US dollar,I like the settings this time better. Please keep up the good work!,,
1/15/2025 20:02:46,,United States,,Massachusetts,,Prefer not to say,Public,Pharmaceutical (including “big pharma”),50-200,An excellent place to work,36 - 40,Supply Chain Manager,Clinical,Managing drug supply for clinical trials,Hybrid,4,,0,,6,,Salaried,Not applicable,130000,N/A (no overtime/am salaried),8,No commission,0,Have not been long enough to have an annual yearly raise,,,,4% 401k match,Company pays all deductibles and contributes to HSA,Bachelors,1,USD - US dollar,,,
1/15/2025 19:50:32,,Canada,,,Quebec,CellCarta,Private,Contract Research Organization,200-1000,Good for a year. I wouldn't recommend anyone to stay more than a year. Less compensation,36 - 40,Research Assistant,Research,"Follow the procedures (SOPs) and do the task of adding reagents/chemicals (ELISPOT, MSD, T-reg, TBNK, PBMC, OLINK assays)",In-Person,0,,0,,0,,Salaried,37.5,50000,N/A (no overtime/am salaried),2,No commission,0,1-3%,0,0,0,RRSP match,0,Masters,2,CAD - Canadian dollar,Promotions are almost non-existent. No proper metrics to gauge employees. Frequent layoff.,0,0
1/15/2025 19:39:08,,United States,,Pennsylvania,,Prefer not to say,Public,Cell and Gene Therapy,1-50,,36 - 40,Associate Scientist,Research,Run in vivo experiments and ex vivo analysis,In-Person,1,,0,,6,,Salaried,Not applicable,90000,N/A (no overtime/am salaried),10,No commission,3400,4,5000,4000,7500,5% match,,Masters,1.5,USD - US dollar,,,8.75
1/15/2025 18:50:44,,United States,,Massachusetts,,Prefer not to say,Private,Pharmaceutical (including “big pharma”),50-200,,36 - 40,Senior Research Associate,Research,,In-Person,0,,0,,5,,Salaried,Not applicable,92500,N/A (no overtime/am salaried),,No commission,0,Have not been long enough to have an annual yearly raise,,,,no 401k match,,Bachelors,2 months,USD - US dollar,,,
1/15/2025 18:42:49,,United States,,Oregon,,Prefer not to say,Private,Medical/Health Devices,1-50,,41 - 45,Senior Scientist,Clinical,"Secure extramural funding (NIH grants), project management, product development",Hybrid,1,,0,,1,,Salaried,Not applicable,75000,N/A (no overtime/am salaried),0,No commission,0,Have not been long enough to have an annual yearly raise,0,0,0,401k match 50% up to 10%,,PhD,1,USD - US dollar,,0,0
1/15/2025 18:28:58,,United States,,Massachusetts,,Prefer not to say,Private,Industrial Biotech,1-50,,41 - 45,Scientist II,Research,Biochem & biophysics assay development and SAR,Hybrid,1,,0,,3,,Salaried,Not applicable,150000,N/A (no overtime/am salaried),12.5,No commission,0,Have not been long enough to have an annual yearly raise,15000,,,,,PhD,O.3,USD - US dollar,,,
1/15/2025 18:26:34,,United States,,Massachusetts,,Prefer not to say,Private,Contract Manufacturing Organization,50-200,,Less than 30,Senior Human Resources Generalist,Human Resources,"Talent Acquisition, benefits, onboarding/offboarding, leaves of absence, immigration, employee engagement, compensation ",Remote,5,,0,SHRM-CP,7,,Salaried,Not applicable,110000,N/A (no overtime/am salaried),8,No commission,0,Have not been long enough to have an annual yearly raise,,,,"401k match - 3% of salary automatic even with no contributions, with matching up to 6% (vests immediately)",,Bachelors,1.5,USD - US dollar,,,4%
1/15/2025 18:22:04,,United States,,Minnesota,,Danaher Co Op,Private,Diagnostics,5000+,3.5. Like my team more thant the company. Company is comprable to other large biomedical corps. ,41 - 45,Development Scientist II,System Integration,,In-Person,0,,0,"PMP, PE, RAPS, etc",6,,Salaried,Not applicable,85000,N/A (no overtime/am salaried),5,No commission,0,3.2,0,NA,0,401K match 100% up to 3% and then 50% up to 5%. Additional match depending on student loan payent. ,,Masters,2.5,USD - US dollar,,NA,3.2
1/15/2025 18:10:04,,United States,,California,,Amgen,Private,Pharmaceutical (including “big pharma”),5000+,Would gladly be a lifer,41 - 45,Principal Scientist,Data Science / Bioinformatics,,Remote,5,,0,,7,,Salaried,Not applicable,170000,N/A (no overtime/am salaried),13,No commission,18000,3,12000,,,10% match on entire salary if you contribute 5%,,Masters,5,USD - US dollar,,,13%
1/15/2025 17:29:00,,United States,,New Jersey,,Merck,Public,Pharmaceutical (including “big pharma”),5000+,Great company. Issues with advancement in certain departments or divisions. But many internal opportunities in transferring groups or job roles.,41 - 45,"Associate Director, Engineering",Research,,In-Person,0,,2,,6,,Salaried,Not applicable,160000,N/A (no overtime/am salaried),16,No commission,0,4,,,20000,6% 401K match,,PhD,1,USD - US dollar,,,18
1/15/2025 17:00:39,,United States,,Pennsylvania,,MERCK & CO,Private,Pharmaceutical (including “big pharma”),5000+,,46 - 50,Associate Principal Scientist,Analytical Development,,In-Person,1,,2,,4,,Salaried,Not applicable,160480,N/A (no overtime/am salaried),16,No commission,20000,4,15000,,,,,PhD,4,USD - US dollar,,,
1/15/2025 16:46:18,,United States,,New York,,Prefer not to say,Public,Pharmaceutical (including “big pharma”),200-1000,,Less than 30,"Manager, Clinical QA ",Quality,,Remote,5,,0,,3,,Salaried,Not applicable,155000,N/A (no overtime/am salaried),15,No commission,25000,Have not been long enough to have an annual yearly raise,,Shares in company that vest 25% per year over 4 years. Also annual granted additional shares ,,4% match ,"Premium 100% paid by employer, very low deductible PPO Plus Plan",Masters,0,USD - US dollar,,,15
1/15/2025 16:26:09,,United States,,California,,Prefer not to say,Public,Pharmaceutical (including “big pharma”),200-1000,good,36 - 40,Principal Scientist,Research,Supervise small team on multiple research projects,Hybrid,0.25,,5,,4,,Salaried,Not applicable,160000,N/A (no overtime/am salaried),15,No commission,12500,4,,,,401K 5% match,good,PhD,3,USD - US dollar,good,,18%
1/15/2025 16:21:11,,United States,,Rhode Island,,Prefer not to say,Private,Pharmaceutical (including “big pharma”),1-50,,41 - 45,Scientist,Research,,In-Person,0,,6,,8,,Salaried,Not applicable,80000,N/A (no overtime/am salaried),15,No commission,0,Company/Institution does not have annual yearly raise,10000,0,0,none,"state exchange, employer cover 25%",PhD,8,USD - US dollar,,,15
1/15/2025 16:12:34,,United States,,New York,,Prefer not to say,Public,Pharmaceutical (including “big pharma”),5000+,,41 - 45,Assoc Analytical Development Specialist,Quality,Chemistry mAb and bsAb method development for early and late phase programs,In-Person,0,,0,,2,,Salaried,Not applicable,72748,N/A (no overtime/am salaried),8,No commission,0,2.50%,4000,12000,0,"50% of contribution or 10% of eligible earning for the quarter, whichever is lower","Premium plus Aetna, $65 biweekly ",Bachelors,2,USD - US dollar,,,8.80%
1/15/2025 16:07:04,,United States,,New York,,Prefer not to say,Private,Contract Manufacturing Organization,50-200,,36 - 40,Senior scientist 1,Research,Api manufacturing,In-Person,0,,0,,3,,Salaried,36,79500,N/A (no overtime/am salaried),3,No commission,0,2,,,,3,,PhD,3,USD - US dollar,,,3
1/15/2025 15:55:24,,United States,,California,,NGM Bio,Private,Pharmaceutical (including “big pharma”),50-200,,36 - 40,Scientist II,Research,,In-Person,0.5,,6,,1,,Salaried,Not applicable,142000,N/A (no overtime/am salaried),,No commission,0,Have not been long enough to have an annual yearly raise,,13000,15000,,,PhD,1,USD - US dollar,,,
1/15/2025 15:39:42,,United States,,Massachusetts,,Prefer not to say,Private,Pharmaceutical (including “big pharma”),50-200,,46 - 50,Associate Director,Information Technologies,"IT, software development leader",Hybrid,2,,0,,12,,Salaried,Not applicable,200000,N/A (no overtime/am salaried),20,No commission,0,3,,,,401k,PPO with reasonable coverage and costs (for the US),Bachelors,3,USD - US dollar,The market value of my stock options is 0 because we are private. Include vacation days?,,20%
1/15/2025 15:07:33,,United States,,Washington,,Prefer not to say,Public,Cell and Gene Therapy,5000+,,36 - 40,Director,Process Development ,CMC process development ,Hybrid,1,,0,,12,,Salaried,Not applicable,230000,N/A (no overtime/am salaried),23,No commission,77000,3,,,,50% 401k match,,PhD,2,USD - US dollar,,,23%
1/15/2025 15:05:04,,United States,,Illinois,,Prefer not to say,Private,Cell and Gene Therapy,1-50,,36 - 40,Human Resources Manager,Human Resources,,Hybrid,2,,0,SHRM SCP,15,,Salaried,Not applicable,100,N/A (no overtime/am salaried),10,No commission,0,5-10%,,,,401k up to 4% company match,"85% premium costs for individuals and 65% for premium costs for family, BCBS PPO",Bachelors,3,USD - US dollar,"perhaps consider adding phase of company (i.e. startup, series B, pre-revenue, etc) ",N/A,
1/15/2025 14:51:08,,United States,,Massachusetts,,Prefer not to say,Public,Industrial Biotech,1000-5000,,36 - 40,Director,Data Science / Bioinformatics,,Hybrid,2,,0,,7,,Salaried,Not applicable,230000,N/A (no overtime/am salaried),23,No commission,125000,Have not been long enough to have an annual yearly raise,40000,,30000,"4.5% match, mega backdoor Roth",,PhD,1,USD - US dollar,,,
1/15/2025 14:39:05,,United States,,Massachusetts,,Prefer not to say,Public,Pharmaceutical (including “big pharma”),5000+,,36 - 40,Scientist,Clinical,,Remote,5,,2,,2,,Salaried,Not applicable,128000,N/A (no overtime/am salaried),15,No commission,0,Company/Institution does not have annual yearly raise,,,,,,PhD,2,USD - US dollar,,,
1/15/2025 14:29:12,,United States,,Washington,,Zymeworks Inc.,Public,Pharmaceutical (including “big pharma”),200-1000,,36 - 40,Program Management and Alliance Manager,Project Management ,,Hybrid,2,,0,,8,,Salaried,Not applicable,138000,N/A (no overtime/am salaried),15,No commission,10000,2,,,,Employer match up to 6%,Health Insurance Premiums covered entirely,Bachelors,2,USD - US dollar,,,13
1/15/2025 14:24:20,,United Kingdom,Cambridge,,,AstraZeneca,Public,Pharmaceutical (including “big pharma”),5000+,"Science is interesting and people are friendly, busy times though.",36 - 40,Scientist,Research,Early Discovery - Immuno-oncology,Hybrid,1,,0,,6,,Salaried,Not applicable,38000,N/A (no overtime/am salaried),10,No commission,1300,1.5,,,,,Health Insurance,Masters,1,GBP - sterling,Thorough ,4000,14.8
1/15/2025 13:55:54,,United States,,California,,Prefer not to say,Public,Pharmaceutical (including “big pharma”),5000+,Fine,41 - 45,Scientific Lead,Research,,In-Person,0,,0,,9,,Salaried,Not applicable,170000,N/A (no overtime/am salaried),16,No commission,20000,5,25000,0,0,6% 401k and pension ,Mid coverage ,Bachelors,2,USD - US dollar,,,41%
1/15/2025 13:46:32,,United States,,Pennsylvania,,Prefer not to say,Academia/College/Universities,Academia/Research/Institution,5000+,,41 - 45,Senior Bioinformatician,Data Science / Bioinformatics,,In-Person,0,,0,,0,,Salaried,Not applicable,105000,N/A (no overtime/am salaried),,No commission,0,Have not been long enough to have an annual yearly raise,0,0,0,5% 401k match,,PhD,0.5,USD - US dollar,,,
1/15/2025 13:40:08,,United States,,California,,Prefer not to say,Public,Biotech Equipment,1000-5000,My job is great and the people I work with are great.,30 - 35,Systems Engineer III,Manufacturing,Programming and maintaining Hamilton liquid handlers,In-Person,0,,0,,13,,Salaried,Not applicable,160000,N/A (no overtime/am salaried),10,No commission,0,3%,10000,6000 stock options,,half match max 3%,"Family health, dental, vision totals about $700/month",Bachelors,3,USD - US dollar,,,
1/15/2025 13:36:26,,United States,,Massachusetts,,Moderna,Public,Pharmaceutical (including “big pharma”),5000+,Good,36 - 40,"Manager, QA",Quality,Investigations,Hybrid,7,,0,,6,,Salaried,Not applicable,140000,N/A (no overtime/am salaried),15,No commission,35000,4,15000,35000,,4.5,,Masters,1,USD - US dollar,,,
1/15/2025 13:34:57,,United Kingdom,Cambridge ,,,Prefer not to say,Non-Profit ,Cell and Gene Therapy,50-200,Good pay by UK standards but bad by global standards,36 - 40,Senior Scientist ,Research,Process Development for viral vectors ,In-Person,0.5,,5,,6,,Salaried,Not applicable,51000,N/A (no overtime/am salaried),2,No commission,0,2,,,,Pension match upto 6%,None,PhD,3,GBP - sterling,,,
1/15/2025 13:28:50,,United States,,Massachusetts,,Seed stage startup,Private,Cell and Gene Therapy,1-50,"Fast progress, but very flexible and understanding staff. Super parent-friendly",36 - 40,Senior Scientist ,Research,Bench scientist and program lead,In-Person,0,,5,,3,,Salaried,Not applicable,145000,N/A (no overtime/am salaried),0,No commission,0,Have not been long enough to have an annual yearly raise,,20k Options ,,4% match,"Fully covered health, dental, vision premiums for individual plan. 90% subsided for family.",PhD,0.5,USD - US dollar,,,
1/15/2025 12:53:39,,United States,,Missouri,,cGMP Validation ,Private,Biotech Equipment,1-50,"Frustratingly bare bones, but opportunity to learn",41 - 45,Validation Specialist ,Quality,Installation and Operation Qualifications,In-Person,0,,0,,13,,Hourly,40,87360,1.5x Base,0,No commission,0,Have not been long enough to have an annual yearly raise,0,0,0,1% 401k match,"Pretty standard, ~$350/mo, no HSA",Bachelors,0,USD - US dollar,"Thanks for making this, it's invaluable.",None,
1/15/2025 12:50:23,,Canada,,,British Columbia,Prefer not to say,Public,Industrial Biotech,200-1000,8/10,36 - 40,Associate Research Scientist,Research,,In-Person,0,,0,,2,,Salaried,Not applicable,67000,N/A (no overtime/am salaried),8,No commission,6900,12% (promotion),,$25000 (CAD) RSUs book value + options,,6% RRSP contribution,"Comprehensive (dental, vision, RMT, etc)",Bachelors,2,CAD - Canadian dollar,,"Options, RSUs",
1/15/2025 12:42:31,,United States,,New Jersey,,Prefer not to say,Private,Industrial Biotech,1000-5000,I enjoy the culture of the company as a whole. They care about their non-contracted employees very much.,36 - 40,Postdoctoral Fellow,Research,Mathematical Modeling and Simulation,Hybrid,1.5,,2,,0,,Salaried,Not applicable,98000,N/A (no overtime/am salaried),0,No commission,0,Position not eligible for a raise.,0,0,10000,Position not eligible for retirement benefits.,$30 per check fully comprehensive healthcare. Very good. $500 deductible. $5000 OOP max.,PhD,2,USD - US dollar,,$750 Wellness Reimbursement,
1/15/2025 12:35:21,,United States,,Massachusetts,,Prefer not to say,Private,Cell and Gene Therapy,1-50,,41 - 45,Associate Scientist,Research,"Generation of plasmid constructs via molecular cloning, design and optimization of plasmid and mRNA design and sequences",In-Person,0,,0,,4,,Salaried,Not applicable,115000,N/A (no overtime/am salaried),12.5,No commission,0,3.5,,,,401k without match,"Blue Cross Blue Shield PPO Saver with deductible covered by company and distributed into HSA, vision and dental",Masters,1.5,USD - US dollar,,,
